id	name	source_domain	primary_field	current_horizon	legacy_ordering_day	relative_chance	requires_all	requires_any	learning_route_count	learning_route_foundations	reference_transformation	role	review_status	presentation_tier	stack_gaps	chronology_risk	review_note
roof_flashing_interfaces	Roof Flashing Interfaces		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""building_drainage_coordination""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
root_cellars	Root Cellars	nutrition	D01		700	0.003		"[[""basketry"",""sealed_vessels""]]"	1	"[{""id"":""local"",""requires_all"":[""drainage""],""requires_any"":[[""basketry"",""sealed_vessels""]],""progress_multiplier"":1.0}]"			unreviewed				pending
root_grating_dewatering	Root Grating and Dewatering		D01	H02	0	0.002		"[[""controlled_flaking"",""food_pounding_mortars""]]"	1	"[{""id"":""local"",""requires_all"":[""edible_resource_recognition""],""requires_any"":[[""controlled_flaking"",""food_pounding_mortars""]],""progress_multiplier"":1.0}]"			unreviewed				pending
rope_laying	Rope Laying	movement	D10		0	0.002			1	"[{""id"":""local"",""requires_all"":[""cordage"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
rope_rigging	Rope Rigging	infrastructure	D10		420	0.004			1	"[{""id"":""local"",""requires_all"":[""woven_carriers"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
rotary_swaging	Rotary Swaging		D06	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""precision_machinery"",""toolbit_heat_treatment""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
rotary_wing	Rotary-Wing Flight	security	D11		94000	0.001			1	"[{""id"":""local"",""requires_all"":[""advanced_airframes""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
rotational_dynamics	Rotational Dynamics	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""momentum_balance"",""centers_of_mass"",""gear_ratios"",""momentum_balance"",""centers_of_mass"",""gear_ratios""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
rotor_spinning_systems	Rotor-Spinning Systems		D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""drop_spindles"",""rotational_dynamics"",""electric_motors""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
route_memory	Encoded Routes	knowledge	D09		12	0.006			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T01	anchor	keep	notice		none	Preserves spatial knowledge before durable records.
row_spacing_trials	Row Spacing Trials	nutrition	D01		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""germination_trials"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
safety_lifts	Safety Lifts	infrastructure	D08		64000	0.001			2	"[{""id"":""local"",""requires_all"":[""precision_machinery"",""steam_propulsion""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mechanical:local"",""requires_all"":[""precision_machinery"",""steam_propulsion"",""compound_pulleys"",""mechanical_oscillation""],""requires_any"":[],""progress_multiplier"":1.15}]"			unreviewed				pending
sail_panel_cutting	Sail Panel Cutting	movement	D10		0	0.002			1	"[{""id"":""local"",""requires_all"":[""plain_weaving"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
sail_seaming	Sail Seaming	movement	D10		0	0.002			1	"[{""id"":""local"",""requires_all"":[""sail_panel_cutting"",""cordage""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
salt_working	Salt Working	nutrition	D01		900	0.004			1	"[{""id"":""local"",""requires_all"":[""sealed_vessels""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
scale_armor_attachment	Scale Armor Attachment		D20		0	0.0025		"[[""lamellar_armor_assembly"",""shield_equipment_fitting""]]"	1	"[{""id"":""local"",""requires_all"":[""plain_weaving""],""requires_any"":[[""lamellar_armor_assembly"",""shield_equipment_fitting""]],""progress_multiplier"":1.0}]"			unreviewed				pending
screw_press_printing	Screw-Press Printing	production	D13		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""hand_relief_printing"",""paper_sheet_pressing"",""workshop_standards""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
sealed_vessels	Sealed Vessels	nutrition	D01		330	0.005			1	"[{""id"":""local"",""requires_all"":[""clay_tempering""],""requires_any"":[],""progress_multiplier"":1.0}]"	T03	anchor	keep	notice		none	Requires developed clay access and enables durable reserve handling.
seasonal_patterns	Seasonal Patterns	ecology	D01		0	0.01			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T01	anchor	keep	landmark		none	Foundational repeated environmental observation.
sediment_provenance	Sediment Provenance	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""relative_stratigraphy"",""mineral_specific_gravity"",""seasonal_patterns"",""relative_stratigraphy"",""mineral_specific_gravity"",""seasonal_patterns""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
seed_cleaning	Seed Cleaning	nutrition	D01		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""seed_selection"",""basketry""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
seed_oil_pressing	Seed Oil Pressing	production	D01		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""seed_selection"",""stone_sorting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
seed_reserves	Protected Seed Reserves	nutrition	D01		1250	0.0032			1	"[{""id"":""local"",""requires_all"":[""seed_selection"",""public_stores""],""requires_any"":[],""progress_multiplier"":1.0}]"	T04	anchor	keep	notice		none	Connects cultivation continuity to public storage and accessible land.
seed_selection	Selective Planting	nutrition	D01		20	0.006			1	"[{""id"":""local"",""requires_all"":[""seasonal_patterns""],""requires_any"":[],""progress_multiplier"":1.0}]"	T04	anchor	repair	notice	sowing, harvest, and retained seed practice	shallow_path	Seasonal observation and fertile-soil recognition are insufficient by themselves to establish selective planting as an operating system.
seedbed_firming	Seedbed Firming	nutrition	D01		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""sowing_depth_trials"",""crop_calendars""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
selective_polymer_depolymerization	Selective Polymer Depolymerization		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""polymer_chain_models"",""industrial_catalyst_design""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
semiconductor_doping	Semiconductor Doping	knowledge	D21		86000	0.002			2	"[{""id"":""empirical"",""requires_all"":[""chemical_distillation"",""electrical_measurement""],""requires_any"":[],""progress_multiplier"":0.65},{""id"":""band_model"",""requires_all"":[""band_theory"",""chemical_distillation"",""electrical_measurement""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
separate_clean_water_storage	Separate Clean-Water Storage	health	D02		5500	0.003		"[[""water_settling_basins"",""protected_wellheads""]]"	1	"[{""id"":""local"",""requires_all"":[""sealed_vessels""],""requires_any"":[[""water_settling_basins"",""protected_wellheads""]],""progress_multiplier"":1.0}]"			unreviewed				pending
sewer_rodding_service	Sewer Rodding Service		D02	H03	0	0.002		"[[""joinery"",""wire_drawing""]]"	1	"[{""id"":""local"",""requires_all"":[""covered_sewers""],""requires_any"":[[""joinery"",""wire_drawing""]],""progress_multiplier"":1.0}]"			unreviewed				pending
sewing_machine_mechanisms	Sewing-Machine Mechanisms		D07		0	0.002			1	"[{""id"":""local"",""requires_all"":[""bone_needle_sewing"",""cam_motion_design""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
shaft_alignment_methods	Shaft-Alignment Methods		D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""dimensional_metrology"",""bearing_surfaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
shallow_foundation_assessment	Shallow-Foundation Assessment		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""soil_assays"",""structural_load_testing""],""requires_any"":[],""progress_multiplier"":1.0}]"	T05	anchor	keep	program_report		none	Paid survey kits and site response records already modify selected building work through the existing construction and maintenance owner.
shared_childcare	Shared Childcare	demography	D18		180	0.005			1	"[{""id"":""local"",""requires_all"":[""labor_rotations""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
sheet_steel_rolling	Sheet Steel Rolling	production	D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""steel_refining"",""bearing_surfaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
shield_equipment_fitting	Shield-Equipment Fitting		D20		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""shield_wall"",""timber_grading""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
shield_wall	Shield-Wall Discipline	security	D20		900	0.0032			1	"[{""id"":""local"",""requires_all"":[""formation_drill"",""hafted_weapons"",""joinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
shift_registers	Shift Registers	production	D21		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""bistable_multivibrators""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
short_stroke_superfinishing	Short-Stroke Superfinishing		D06	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""cylindrical_grinding"",""lubrication_regimes""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
shutter_signal_frames	Shutter Signal Frames		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""joinery"",""agreed_signal_codes""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
siege_crew_rehearsals	Siege Crew Rehearsals	security	D20		4600	0.002			1	"[{""id"":""local"",""requires_all"":[""siege_engineering"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
siege_engineering	Siege Engineering	security	D20		9200	0.0017			1	"[{""id"":""local"",""requires_all"":[""rope_rigging"",""geometric_survey"",""formation_drill""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
signal_sampling	Signal Sampling		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""harmonic_analysis"",""statistical_sampling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
silicon_rectifiers	Silicon Rectifiers	production	D21		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""pn_junctions"",""wafer_sawing""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
silicon_smelting	Silicon Smelting	production	D04		80000	0.002			1	"[{""id"":""local"",""requires_all"":[""electric_arc_furnaces"",""glassmaking"",""electric_arc_furnaces"",""glassmaking""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
silver_cupellation	Silver Cupellation		D04	H02	0	0.002			1	"[{""id"":""local"",""requires_all"":[""lead_smelting"",""ore_assaying""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
similar_triangles	Similar Triangles	knowledge	D12		5200	0.002			1	"[{""id"":""local"",""requires_all"":[""straightedge_compass"",""ratio_proportion"",""straightedge_compass"",""ratio_proportion""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
single_crystal_growth	Single-Crystal Growth	production	D04		88000	0.002			1	"[{""id"":""local"",""requires_all"":[""crystallography"",""chlorosilane_purification"",""precision_thermometry"",""crystallography"",""chlorosilane_purification"",""precision_thermometry""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
sinker_electrical_discharge_machining	Sinker Electrical-Discharge Machining		D06	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""electrical_measurement"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
size_exclusion_chromatography	Size-Exclusion Chromatography		D13	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""polymer_solution_processing"",""glass_tube_drawing"",""optical_lenses"",""experimental_controls"",""measurement_uncertainty""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
skirmish_pair_drill	Skirmish Pair Drill	security	D20		650	0.002		"[[""formation_drill"",""oral_epics""]]"	1	"[{""id"":""local"",""requires_all"":[""bow_craft""],""requires_any"":[[""formation_drill"",""oral_epics""]],""progress_multiplier"":1.0}]"			unreviewed				pending
skirmisher_infantry_screens	Skirmisher–Infantry Screens	security	D20		0	0.002			1	"[{""id"":""local"",""requires_all"":[""bow_craft"",""formation_drill""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
sleeved_cart_assembly	Sleeved Cart Assembly	infrastructure	D09		0	0.002			1	"[{""id"":""local"",""requires_all"":[""cart_running_gear"",""iron_tyre_fitting"",""axle_sleeve_fitting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
slow_sand_filtration	Slow Sand Filtration	health	D02		24000	0.003		"[[""lime_mortar"",""sealed_vessels""]]"	1	"[{""id"":""local"",""requires_all"":[""water_settling_basins"",""experimental_controls""],""requires_any"":[[""lime_mortar"",""sealed_vessels""]],""progress_multiplier"":1.0}]"			unreviewed				pending
smoking	Smoke Preservation	nutrition	D01		18	0.005			2	"[{""id"":""local"",""requires_all"":[""food_drying""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""experimental"",""requires_all"":[""charcoal""],""requires_any"":[],""progress_multiplier"":1.0}]"	T03	anchor	repair	notice	controlled fire	shallow_path	The food-drying route currently reaches smoke preservation without explicit fire control.
snap_fastener_closures	Snap Fastener Closures		D07	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""leather_goods_patterning"",""elastic_deformation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
soap_manufacture	Soap Manufacture		D07		0	0.002			1	"[{""id"":""local"",""requires_all"":[""experimental_controls"",""seed_oil_pressing""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
soil_assays	Comparative Soil Assays	ecology	D01		23500	0.0013			1	"[{""id"":""local"",""requires_all"":[""crop_rotation"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
soil_infiltration_trials	Soil Infiltration Trials	nutrition	D02		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""soil_assays"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
soil_moisture_scheduling	Soil Moisture Scheduling	nutrition	D02		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""soil_infiltration_trials"",""irrigation_loss_accounts""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
solar_cell_fabrication	Solar Cell Fabrication	production	D04		92000	0.002			1	"[{""id"":""local"",""requires_all"":[""photovoltaic_conversion"",""wafer_sawing"",""semiconductor_doping"",""photovoltaic_conversion"",""wafer_sawing"",""semiconductor_doping""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
solid_state_physics	Solid-State Physics	knowledge	D21		79000	0.002			1	"[{""id"":""local"",""requires_all"":[""crystallography"",""electron_physics"",""crystallography"",""electron_physics""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
solid_wheel_assembly	Solid Wheel Assembly	infrastructure	D09		0	0.002			1	"[{""id"":""local"",""requires_all"":[""wheel_blank_jointing"",""wheel_hub_boring""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
sowing_depth_trials	Sowing Depth Trials	nutrition	D01		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""germination_trials"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
spatial_variograms	Spatial Variograms	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""statistical_inference"",""coordinate_geometry"",""systematic_channel_sampling"",""statistical_inference"",""coordinate_geometry"",""systematic_channel_sampling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
specialized_courts	Specialized Courts	institutions	D16		8700	0.0017			1	"[{""id"":""local"",""requires_all"":[""formal_archives"",""customary_law"",""census_rolls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
specimen_slide_mounting	Specimen Slide Mounting	knowledge	D12		0	0.002			1	"[{""id"":""local"",""requires_all"":[""glassmaking"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
spectroscopy	Spectroscopy	knowledge	D12		63000	0.002			2	"[{""id"":""local"",""requires_all"":[""experimental_optics"",""precision_thermometry""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mathematical:local"",""requires_all"":[""harmonic_analysis"",""experimental_optics"",""precision_thermometry""],""requires_any"":[],""progress_multiplier"":1.2}]"			unreviewed				pending
spinning_wheels	Spinning Wheels	production	D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""drop_spindles"",""joinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
split_feed_nuts	Split Feed Nuts	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""lead_screw_cutting"",""copper_smelting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
split_pin_locking	Split-Pin Locking	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""castellated_nut_slotting"",""cotter_pin_forming"",""column_drilling_machines""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
split_washer_cutting	Split Washer Cutting	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""coil_spring_tempering"",""washer_punching""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
spoke_tenon_cutting	Spoke Tenon Cutting	infrastructure	D09		0	0.002			1	"[{""id"":""local"",""requires_all"":[""joinery"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
spoked_wheel_assembly	Spoked Wheel Assembly	infrastructure	D09		0	0.002			1	"[{""id"":""local"",""requires_all"":[""wheel_hub_boring"",""spoke_tenon_cutting"",""felloe_jointing""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
spring_wire_coiling	Spring Wire Coiling	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""steel_wire_drawing"",""tailstock_fitting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
standard_fastener_kitting	Standard Fastener Kitting	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""matched_thread_inspection"",""washer_punching"",""split_washer_cutting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
standard_measures	Shared Measures	knowledge	D12		70	0.003			2	"[{""id"":""local"",""requires_all"":[""tallies""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""experimental"",""requires_all"":[""route_memory""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
standing_running_rigging	Standing and Running Rigging	movement	D10		0	0.002			1	"[{""id"":""local"",""requires_all"":[""rope_laying"",""wooden_sheave_blocks""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
starch_washing_separation	Starch Washing Separation		D01	H02	0	0.002			1	"[{""id"":""local"",""requires_all"":[""food_pounding_mortars"",""clean_water""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
statistical_inference	Statistical Inference	knowledge	D12		59000	0.0006			2	"[{""id"":""local"",""requires_all"":[""experimental_controls"",""census_rolls""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mathematical:local"",""requires_all"":[""experimental_controls"",""census_rolls"",""statistical_sampling"",""least_squares_estimation""],""requires_any"":[],""progress_multiplier"":1.2}]"			unreviewed				pending
statistical_sampling	Statistical Sampling	knowledge	D12		50000	0.002		"[[""census_rolls"",""case_records""]]"	1	"[{""id"":""local"",""requires_all"":[""probability_theory"",""probability_theory""],""requires_any"":[[""census_rolls"",""case_records""]],""progress_multiplier"":1.0}]"			unreviewed				pending
steam_propulsion	Steam Propulsion	production	D10		77000	0.001			2	"[{""id"":""local"",""requires_all"":[""heat_engine_cycles"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mechanical:local"",""requires_all"":[""heat_engine_cycles"",""precision_machinery"",""mechanical_work_energy"",""feedback_governors""],""requires_any"":[],""progress_multiplier"":1.15}]"			unreviewed				pending
steel_normalizing_control	Steel Normalizing Control		D04		0	0.002		"[[""material_phase_diagrams"",""experimental_controls""]]"	1	"[{""id"":""local"",""requires_all"":[""steel_refining""],""requires_any"":[[""material_phase_diagrams"",""experimental_controls""]],""progress_multiplier"":1.0}]"			unreviewed				pending
steel_refining	Steel Refining	production	D04		54000	0.002			1	"[{""id"":""local"",""requires_all"":[""bloomery_smelting"",""coke_firing"",""precision_thermometry""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
steel_wire_drawing	Steel Wire Drawing	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""wire_drawing"",""toolbit_heat_treatment""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
steelplate_engraving	Steelplate Engraving	production	D19		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""burin_engraving"",""steel_refining""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
stock_rotation	Dated Stock Rotation	nutrition	D17		4500	0.003		"[[""public_stores"",""raised_granaries""]]"	1	"[{""id"":""local"",""requires_all"":[""tallies""],""requires_any"":[[""public_stores"",""raised_granaries""]],""progress_multiplier"":1.0}]"			unreviewed				pending
stone_sorting	Stone Selection	production	D04		20	0.01			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T01	anchor	keep	notice		none	Requires an encountered stone sample and supports the first tool chain.
store_forward_archives	Store-and-Forward Archives		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""packet_routers"",""formal_archives""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
stored_program_control	Stored-Program Control	production	D21		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""read_write_memory"",""instruction_registers"",""program_counters"",""conditional_branch_circuits"",""electronic_machine_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
straightedge_compass	Straightedge and Compass Construction	knowledge	D12		2400	0.002			1	"[{""id"":""local"",""requires_all"":[""cordage"",""standard_measures"",""cordage"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
straightedge_scraping	Straightedge Scraping	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""three_plate_lapping"",""forge_welding""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
stress_strain_relations	Stress–Strain Relations	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""elastic_deformation"",""ratio_proportion"",""elastic_deformation"",""ratio_proportion""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
strip_cropping	Strip Cropping	nutrition	D03		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""contour_cultivation"",""crop_rotation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
structural_geologic_mapping	Structural Geologic Mapping	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""geologic_cross_sections"",""trigonometry"",""regional_maps"",""geologic_cross_sections"",""trigonometry"",""regional_maps""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
structural_load_testing	Structural Load Testing	knowledge	D12		52000	0.002			4	"[{""id"":""local"",""requires_all"":[""standard_measures"",""workshop_standards"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mathematical:local"",""requires_all"":[""vector_analysis"",""matrix_algebra"",""standard_measures"",""workshop_standards"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.2},{""id"":""mechanical:local"",""requires_all"":[""stress_strain_relations"",""column_buckling"",""standard_measures"",""workshop_standards"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.15},{""id"":""mechanical:mathematical:local"",""requires_all"":[""vector_analysis"",""matrix_algebra"",""stress_strain_relations"",""column_buckling"",""standard_measures"",""workshop_standards"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.38}]"			unreviewed				pending
structural_steel	Structural Steel Frames	infrastructure	D04		60000	0.001			1	"[{""id"":""local"",""requires_all"":[""blast_furnace"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
submersible_hulls	Submersible Hulls	security	D10		81000	0.001			1	"[{""id"":""local"",""requires_all"":[""naval_torpedoes"",""armored_hulls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
sulfur_dioxide_recovery	Sulfur Dioxide Recovery	production	D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""sulfur_purification"",""sealed_vessels""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
sulfur_purification	Sulfur Purification	production	D04		26000	0.0015			1	"[{""id"":""local"",""requires_all"":[""sealed_vessels"",""kiln_control"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
sulfuric_acid_production	Sulfuric Acid Production	production	D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""sulfur_dioxide_recovery"",""chemical_distillation"",""pressure_vessels""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
superheterodyne_reception	Superheterodyne Reception		D13		0	0.002		"[[""triode_valves"",""transistor_amplifiers""]]"	2	"[{""id"":""local_valves"",""requires_all"":[""triode_valves"",""frequency_conversion"",""tuned_radio_reception""],""requires_any"":[[""triode_valves"",""transistor_amplifiers""]],""progress_multiplier"":1.0},{""id"":""local_transistors"",""requires_all"":[""transistor_amplifiers"",""frequency_conversion"",""tuned_radio_reception""],""requires_any"":[[""triode_valves"",""transistor_amplifiers""]],""progress_multiplier"":1.0}]"			unreviewed				pending
supply_groups	Organized Supply Parties	security	D20		75	0.003			2	"[{""id"":""local"",""requires_all"":[""tallies"",""route_memory""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""experimental"",""requires_all"":[""pack_animals"",""labor_rotations""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
surface_carburization	Surface Carburization		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""hardened_edges"",""charcoal""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
surface_grinding	Surface Grinding		D06	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""machine_way_scraping"",""abrasive_grinding_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
surgical_anatomy	Surgical Anatomy	health	D14		18000	0.0012			1	"[{""id"":""local"",""requires_all"":[""case_records"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
symbolic_algebra	Symbolic Algebra	knowledge	D12		16000	0.002			1	"[{""id"":""local"",""requires_all"":[""place_value"",""fractional_quantities"",""place_value"",""fractional_quantities""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
systematic_channel_sampling	Systematic Channel Sampling	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""ore_assaying"",""standard_measures"",""geometric_survey"",""ore_assaying"",""standard_measures"",""geometric_survey""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
tailstock_fitting	Tailstock Fitting	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""straightedge_scraping"",""lead_screw_cutting"",""bearing_surfaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
tallies	Material Tallies	knowledge	D12		0	0.007			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T03	anchor	keep	notice		root_density	Plausible root information practice whose appearance should follow an experienced counting or storage problem.
telegraph_keys	Telegraph Keys		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""timed_signal_sequences"",""electrical_measurement""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
