effect	side	block_end_year	raw_block_total	scale	running_total	target
security_efficiency	benefit	1550	0.0219	0.183	0.476	0.476
security_efficiency	benefit	1600	0.0193	0.207	0.48	0.48
security_efficiency	benefit	1650	0.0163	0.245	0.484	0.484
security_efficiency	benefit	1700	0.0158	0.253	0.488	0.488
security_efficiency	benefit	1750	0.0351	0.114	0.492	0.492
security_efficiency	cost	1750	0.0005	1.0	0.0055	0.27
security_efficiency	benefit	1800	0.0164	0.244	0.496	0.496
security_efficiency	cost	1800	0.0018	1.0	0.0073	0.272
security_efficiency	benefit	1850	0.0213	0.25	0.5013	0.5013
security_efficiency	cost	1850	0.0029	1.0	0.0102	0.274
security_efficiency	benefit	1900	0.0352	0.152	0.5067	0.5067
security_efficiency	benefit	1950	0.0343	0.155	0.512	0.512
security_efficiency	cost	1950	0.0014	1.0	0.0116	0.278
security_efficiency	benefit	2000	0.0342	0.156	0.5173	0.5173
security_efficiency	benefit	2050	0.0138	0.386	0.5227	0.5227
security_efficiency	cost	2050	0.0034	1.0	0.015	0.282
security_efficiency	benefit	2100	0.0166	0.321	0.528	0.528
security_efficiency	benefit	2150	0.0307	0.174	0.5333	0.5333
security_efficiency	cost	2150	0.002	1.0	0.017	0.286
security_efficiency	benefit	2200	0.0306	0.174	0.5387	0.5387
security_efficiency	benefit	2250	0.0137	0.389	0.544	0.544
security_efficiency	benefit	2300	0.0219	0.244	0.5493	0.5493
security_efficiency	benefit	2350	0.0077	0.693	0.5547	0.5547
security_efficiency	benefit	2400	0.0211	0.253	0.56	0.56
security_efficiency	benefit	2450	0.0235	0.681	0.576	0.576
security_efficiency	benefit	2500	0.0335	0.478	0.592	0.592
security_efficiency	benefit	2550	0.0126	1.0	0.6046	0.61
security_efficiency	benefit	2600	0.014	1.0	0.6186	0.628
security_efficiency	benefit	2650	0.0115	1.0	0.6301	0.648
security_efficiency	benefit	2700	0.0171	1.0	0.6472	0.668
security_efficiency	cost	2700	0.001	1.0	0.018	0.314
security_efficiency	benefit	2750	0.0468	0.915	0.69	0.69
security_efficiency	benefit	2800	0.0539	0.408	0.712	0.712
security_efficiency	cost	2800	0.001	1.0	0.019	0.32
security_efficiency	benefit	2850	0.032	0.75	0.736	0.736
security_efficiency	cost	2850	0.0015	1.0	0.0205	0.325
security_efficiency	benefit	2900	0.017	1.0	0.753	0.76
security_efficiency	benefit	2950	0.0415	0.651	0.78	0.78
security_efficiency	benefit	3000	0.0075	1.0	0.7875	0.8
soil_productivity	benefit	50	0.1201	1.0	0.1201	0.12
soil_productivity	benefit	100	0.0241	1.0	0.1442	0.144
soil_productivity	benefit	150	0.022	1.0	0.1662	0.166
soil_productivity	cost	150	0.01	1.0	0.01	0.145
soil_productivity	benefit	200	0.022	1.0	0.1882	0.188
soil_productivity	benefit	250	0.022	1.0	0.2102	0.21
soil_productivity	cost	250	0.01	1.0	0.02	0.1617
soil_productivity	benefit	300	0.022	1.0	0.2322	0.232
soil_productivity	benefit	350	0.0266	1.0	0.2588	0.2587
soil_productivity	benefit	400	0.0267	1.0	0.2855	0.2853
soil_productivity	benefit	450	0.0267	1.0	0.3122	0.312
soil_productivity	benefit	500	0.016	1.0	0.3282	0.3413
soil_productivity	cost	500	0.005	1.0	0.025	0.2033
soil_productivity	benefit	650	0.0195	1.0	0.3477	0.404
soil_productivity	benefit	700	0.0087	1.0	0.3564	0.408
soil_productivity	cost	700	0.003	1.0	0.028	0.2247
soil_productivity	benefit	750	0.026	1.0	0.3824	0.412
soil_productivity	benefit	800	0.0051	1.0	0.3875	0.416
soil_productivity	benefit	850	0.0111	1.0	0.3986	0.42
soil_productivity	benefit	900	0.0258	0.984	0.424	0.424
soil_productivity	benefit	1000	0.0102	0.784	0.432	0.432
soil_productivity	benefit	1050	0.0083	0.482	0.436	0.436
soil_productivity	benefit	1100	0.0115	0.348	0.44	0.44
soil_productivity	benefit	1150	0.0108	0.37	0.444	0.444
soil_productivity	cost	1150	0.004	1.0	0.032	0.2457
soil_productivity	benefit	1200	0.0064	0.625	0.448	0.448
soil_productivity	cost	1200	0.008	1.0	0.04	0.248
soil_productivity	benefit	1250	0.0119	0.336	0.452	0.452
soil_productivity	benefit	1300	0.0034	1.0	0.4554	0.456
soil_productivity	benefit	1350	0.0136	0.338	0.46	0.46
soil_productivity	benefit	1400	0.0146	0.274	0.464	0.464
soil_productivity	benefit	1450	0.029	0.138	0.468	0.468
soil_productivity	benefit	1500	0.0068	0.588	0.472	0.472
soil_productivity	cost	1550	0.004	1.0	0.044	0.262
soil_productivity	benefit	1600	0.0102	0.784	0.48	0.48
soil_productivity	benefit	1700	0.0117	0.684	0.488	0.488
soil_productivity	benefit	1750	0.0102	0.392	0.492	0.492
soil_productivity	cost	1750	0.0037	1.0	0.0477	0.27
soil_productivity	benefit	1800	0.0034	1.0	0.4954	0.496
soil_productivity	cost	1850	0.007	1.0	0.0547	0.274
soil_productivity	cost	1900	0.001	1.0	0.0557	0.276
soil_productivity	benefit	1950	0.0253	0.656	0.512	0.512
soil_productivity	cost	1950	0.005	1.0	0.0607	0.278
soil_productivity	benefit	2000	0.0234	0.228	0.5173	0.5173
soil_productivity	cost	2000	0.008	1.0	0.0687	0.28
soil_productivity	benefit	2050	0.0026	1.0	0.5199	0.5227
soil_productivity	benefit	2100	0.0316	0.255	0.528	0.528
soil_productivity	cost	2100	0.006	1.0	0.0747	0.284
soil_productivity	benefit	2150	0.0104	0.513	0.5333	0.5333
soil_productivity	benefit	2200	0.0119	0.448	0.5387	0.5387
soil_productivity	cost	2200	0.003	1.0	0.0777	0.288
soil_productivity	benefit	2350	0.0369	0.434	0.5547	0.5547
soil_productivity	benefit	2400	0.0158	0.338	0.56	0.56
soil_productivity	benefit	2450	0.0014	1.0	0.5614	0.576
soil_productivity	cost	2450	0.0014	1.0	0.0791	0.299
soil_productivity	benefit	2500	0.0028	1.0	0.5642	0.592
soil_productivity	cost	2500	0.003	1.0	0.0821	0.302
soil_productivity	benefit	2550	0.0536	0.854	0.61	0.61
soil_productivity	benefit	2600	0.005	1.0	0.615	0.628
soil_productivity	cost	2600	0.004	1.0	0.0861	0.308
soil_productivity	cost	2650	0.006	1.0	0.0921	0.311
soil_productivity	benefit	2700	0.005	1.0	0.62	0.668
soil_productivity	benefit	2750	0.0208	1.0	0.6408	0.69
soil_productivity	cost	2750	0.002	1.0	0.0941	0.317
soil_productivity	benefit	2800	0.0158	1.0	0.6566	0.712
soil_productivity	cost	2800	0.008	1.0	0.1021	0.32
soil_productivity	benefit	2850	0.0042	1.0	0.6608	0.736
soil_productivity	cost	2850	0.0042	1.0	0.1063	0.325
soil_productivity	benefit	2900	0.002	1.0	0.6628	0.76
soil_productivity	cost	2900	0.007	1.0	0.1133	0.33
soil_productivity	benefit	3000	0.0042	1.0	0.667	0.8
standardization	benefit	50	0.12	1.0	0.12	0.12
standardization	benefit	100	0.024	1.0	0.144	0.144
standardization	benefit	150	0.022	1.0	0.166	0.166
standardization	benefit	200	0.022	1.0	0.188	0.188
standardization	benefit	250	0.022	1.0	0.21	0.21
standardization	benefit	300	0.022	1.0	0.232	0.232
standardization	benefit	350	0.019	1.0	0.251	0.2587
standardization	benefit	400	0.0343	1.0	0.2853	0.2853
standardization	benefit	450	0.0266	1.0	0.3119	0.312
standardization	benefit	500	0.0292	1.0	0.3411	0.3413
standardization	benefit	550	0.0293	1.0	0.3704	0.3707
standardization	benefit	600	0.0237	1.0	0.3941	0.4
standardization	benefit	650	0.0257	0.385	0.404	0.404
standardization	benefit	700	0.0142	0.282	0.408	0.408
standardization	benefit	750	0.007	0.571	0.412	0.412
standardization	benefit	800	0.0186	0.215	0.416	0.416
standardization	benefit	850	0.0478	0.084	0.42	0.42
standardization	benefit	900	0.0047	0.851	0.424	0.424
standardization	benefit	950	0.029	0.138	0.428	0.428
standardization	benefit	1000	0.0293	0.137	0.432	0.432
standardization	benefit	1050	0.051	0.078	0.436	0.436
standardization	benefit	1100	0.007	0.571	0.44	0.44
standardization	benefit	1150	0.0066	0.606	0.444	0.444
standardization	benefit	1200	0.01	0.4	0.448	0.448
standardization	benefit	1250	0.01	0.4	0.452	0.452
standardization	benefit	1300	0.0131	0.305	0.456	0.456
standardization	benefit	1350	0.0114	0.351	0.46	0.46
standardization	benefit	1400	0.0121	0.331	0.464	0.464
standardization	benefit	1450	0.0118	0.339	0.468	0.468
standardization	cost	1450	0.001	1.0	0.001	0.1613
standardization	benefit	1500	0.0165	0.242	0.472	0.472
standardization	cost	1500	0.001	1.0	0.002	0.1625
standardization	benefit	1550	0.0094	0.426	0.476	0.476
standardization	benefit	1600	0.0145	0.276	0.48	0.48
standardization	benefit	1650	0.0382	0.105	0.484	0.484
standardization	benefit	1700	0.0283	0.141	0.488	0.488
standardization	benefit	1750	0.0486	0.082	0.492	0.492
standardization	benefit	1800	0.0249	0.161	0.496	0.496
standardization	cost	1800	0.002	1.0	0.004	0.17
standardization	benefit	1850	0.0098	0.544	0.5013	0.5013
standardization	benefit	1900	0.0276	0.193	0.5067	0.5067
standardization	benefit	1950	0.0108	0.494	0.512	0.512
standardization	benefit	2000	0.0344	0.155	0.5173	0.5173
standardization	benefit	2050	0.0109	0.489	0.5227	0.5227
standardization	benefit	2100	0.0059	0.904	0.528	0.528
standardization	benefit	2150	0.015	0.356	0.5333	0.5333
standardization	benefit	2200	0.005	1.0	0.5383	0.5387
standardization	benefit	2250	0.0172	0.329	0.544	0.544
standardization	benefit	2300	0.0188	0.284	0.5493	0.5493
standardization	benefit	2350	0.0178	0.3	0.5547	0.5547
standardization	benefit	2400	0.0395	0.135	0.56	0.56
standardization	benefit	2450	0.0476	0.336	0.576	0.576
standardization	benefit	2500	0.0342	0.468	0.592	0.592
standardization	benefit	2550	0.0455	0.396	0.61	0.61
standardization	benefit	2600	0.0367	0.49	0.628	0.628
standardization	benefit	2650	0.0493	0.406	0.648	0.648
standardization	benefit	2700	0.0503	0.398	0.668	0.668
standardization	benefit	2750	0.0286	0.769	0.69	0.69
standardization	benefit	2800	0.0447	0.492	0.712	0.712
standardization	benefit	2850	0.0842	0.285	0.736	0.736
standardization	benefit	2900	0.0221	1.0	0.7581	0.76
standardization	benefit	2950	0.0125	1.0	0.7706	0.78
standardization	benefit	3000	0.0016	1.0	0.7722	0.8
state_capacity	benefit	50	0.1007	1.0	0.1007	0.135
state_capacity	benefit	100	0.0337	1.0	0.1344	0.162
state_capacity	benefit	150	0.0523	1.0	0.1867	0.1867
state_capacity	benefit	200	0.0247	1.0	0.2114	0.2115
state_capacity	benefit	250	0.0249	1.0	0.2363	0.2362
state_capacity	benefit	300	0.0249	1.0	0.2612	0.261
state_capacity	benefit	350	0.03	1.0	0.2912	0.291
state_capacity	benefit	400	0.03	1.0	0.3212	0.321
state_capacity	benefit	450	0.0302	1.0	0.3514	0.351
state_capacity	benefit	500	0.0329	1.0	0.3843	0.384
state_capacity	benefit	550	0.0329	1.0	0.4172	0.417
state_capacity	benefit	600	0.027	1.0	0.4442	0.45
state_capacity	benefit	650	0.0374	0.275	0.4545	0.4545
state_capacity	benefit	700	0.0195	0.231	0.459	0.459
state_capacity	cost	700	0.0092	1.0	0.0092	0.2528
state_capacity	benefit	750	0.0334	0.135	0.4635	0.4635
state_capacity	cost	750	0.0006	1.0	0.0098	0.2554
state_capacity	benefit	800	0.0324	0.139	0.468	0.468
state_capacity	cost	800	0.0006	1.0	0.0104	0.258
state_capacity	benefit	850	0.0347	0.13	0.4725	0.4725
state_capacity	cost	850	0.0007	1.0	0.0111	0.2606
state_capacity	benefit	900	0.0164	0.274	0.477	0.477
state_capacity	benefit	950	0.0468	0.096	0.4815	0.4815
state_capacity	benefit	1000	0.0366	0.123	0.486	0.486
state_capacity	cost	1000	0.0024	1.0	0.0135	0.2685
state_capacity	benefit	1050	0.0451	0.1	0.4905	0.4905
state_capacity	cost	1050	0.0007	1.0	0.0142	0.2711
state_capacity	benefit	1100	0.0284	0.158	0.495	0.495
state_capacity	cost	1100	0.001	1.0	0.0152	0.2738
state_capacity	benefit	1150	0.0323	0.139	0.4995	0.4995
state_capacity	benefit	1200	0.0448	0.1	0.504	0.504
state_capacity	benefit	1250	0.0209	0.215	0.5085	0.5085
state_capacity	cost	1250	0.0045	1.0	0.0197	0.2812
state_capacity	benefit	1300	0.0182	0.247	0.513	0.513
state_capacity	cost	1300	0.002	1.0	0.0217	0.2835
state_capacity	benefit	1350	0.0259	0.174	0.5175	0.5175
state_capacity	benefit	1400	0.0173	0.26	0.522	0.522
state_capacity	cost	1400	0.0044	1.0	0.0261	0.288
state_capacity	benefit	1450	0.0354	0.127	0.5265	0.5265
state_capacity	cost	1450	0.004	1.0	0.0301	0.2903
state_capacity	benefit	1500	0.0258	0.174	0.531	0.531
state_capacity	benefit	1550	0.0124	0.363	0.5355	0.5355
state_capacity	cost	1550	0.0015	1.0	0.0316	0.2948
state_capacity	benefit	1600	0.0429	0.105	0.54	0.54
state_capacity	cost	1600	0.0016	1.0	0.0332	0.297
state_capacity	benefit	1650	0.0321	0.14	0.5445	0.5445
state_capacity	cost	1650	0.0032	1.0	0.0364	0.2993
state_capacity	benefit	1700	0.0368	0.122	0.549	0.549
state_capacity	cost	1700	0.0016	1.0	0.038	0.3015
state_capacity	benefit	1750	0.0625	0.072	0.5535	0.5535
state_capacity	cost	1750	0.0015	1.0	0.0395	0.3038
state_capacity	benefit	1800	0.0453	0.099	0.558	0.558
state_capacity	cost	1800	0.0014	1.0	0.0409	0.306
state_capacity	benefit	1850	0.0261	0.23	0.564	0.564
state_capacity	cost	1850	0.0035	1.0	0.0444	0.3083
state_capacity	benefit	1900	0.0263	0.228	0.57	0.57
state_capacity	benefit	1950	0.0386	0.155	0.576	0.576
state_capacity	benefit	2000	0.0201	0.299	0.582	0.582
state_capacity	cost	2000	0.0009	1.0	0.0453	0.315
state_capacity	benefit	2050	0.0208	0.288	0.588	0.588
state_capacity	benefit	2100	0.0108	0.556	0.594	0.594
state_capacity	cost	2100	0.002	1.0	0.0473	0.3195
state_capacity	benefit	2150	0.0303	0.198	0.6	0.6
state_capacity	cost	2150	0.001	1.0	0.0483	0.3217
state_capacity	benefit	2200	0.0257	0.233	0.606	0.606
state_capacity	benefit	2250	0.0302	0.199	0.612	0.612
state_capacity	benefit	2300	0.0163	0.368	0.618	0.618
state_capacity	benefit	2350	0.015	0.4	0.624	0.624
state_capacity	cost	2350	0.001	1.0	0.0493	0.3307
state_capacity	benefit	2400	0.0521	0.115	0.63	0.63
state_capacity	cost	2400	0.001	1.0	0.0503	0.333
state_capacity	benefit	2450	0.0472	0.381	0.648	0.648
state_capacity	benefit	2500	0.0426	0.423	0.666	0.666
state_capacity	cost	2500	0.0012	1.0	0.0515	0.3397
state_capacity	benefit	2550	0.0609	0.333	0.6863	0.6863
state_capacity	cost	2550	0.0012	1.0	0.0527	0.3431
state_capacity	benefit	2600	0.0353	0.574	0.7065	0.7065
state_capacity	benefit	2650	0.0514	0.438	0.729	0.729
state_capacity	benefit	2700	0.0445	0.506	0.7515	0.7515
state_capacity	cost	2700	0.0024	1.0	0.0551	0.3533
state_capacity	benefit	2750	0.0748	0.331	0.7763	0.7763
state_capacity	benefit	2800	0.0733	0.338	0.801	0.801
state_capacity	benefit	2850	0.0302	0.894	0.828	0.828
state_capacity	cost	2850	0.0043	1.0	0.0594	0.3656
state_capacity	benefit	2900	0.0351	0.769	0.855	0.855
state_capacity	cost	2900	0.0012	1.0	0.0606	0.3712
state_capacity	benefit	2950	0.0271	0.83	0.8775	0.8775
state_capacity	benefit	3000	0.0227	0.991	0.9	0.9
state_capacity	cost	3000	0.001	1.0	0.0616	0.3825
stone_yield	benefit	50	0.08	1.0	0.08	0.225
stone_yield	benefit	100	0.13	1.0	0.21	0.252
stone_yield	benefit	150	0.02	1.0	0.23	0.2745
stone_yield	benefit	250	0.06	1.0	0.29	0.3173
stone_yield	benefit	350	0.02	1.0	0.31	0.357
stone_yield	benefit	400	0.03	1.0	0.34	0.3765
stone_yield	benefit	450	0.01	1.0	0.35	0.396
stone_yield	benefit	650	0.003	1.0	0.353	0.4537
stone_yield	benefit	750	0.013	1.0	0.366	0.4612
stone_yield	benefit	850	0.011	1.0	0.377	0.4688
stone_yield	benefit	1000	0.0034	1.0	0.3804	0.48
stone_yield	benefit	1150	0.008	1.0	0.3884	0.4913
stone_yield	benefit	1250	0.003	1.0	0.3914	0.4988
storage_loss	benefit	50	0.1751	1.0	0.1751	0.175
storage_loss	benefit	100	0.0209	1.0	0.196	0.196
storage_loss	benefit	150	0.0176	1.0	0.2136	0.2135
storage_loss	benefit	200	0.0175	1.0	0.2311	0.231
storage_loss	benefit	250	0.0157	1.0	0.2468	0.2467
storage_loss	benefit	300	0.0158	1.0	0.2626	0.2625
storage_loss	benefit	350	0.0152	1.0	0.2778	0.2777
storage_loss	benefit	400	0.0152	1.0	0.293	0.2928
storage_loss	benefit	450	0.0152	1.0	0.3082	0.308
storage_loss	benefit	500	0.014	1.0	0.3222	0.322
storage_loss	benefit	550	0.014	1.0	0.3362	0.336
storage_loss	benefit	600	0.014	1.0	0.3502	0.35
storage_loss	benefit	650	0.0064	0.424	0.3529	0.3529
storage_loss	benefit	700	0.003	0.972	0.3558	0.3558
storage_loss	benefit	750	0.004	0.729	0.3587	0.3587
storage_loss	benefit	800	0.0097	0.301	0.3617	0.3617
storage_loss	benefit	850	0.002	1.0	0.3637	0.3646
storage_loss	benefit	900	0.0024	1.0	0.3661	0.3675
storage_loss	benefit	950	0.0092	0.473	0.3704	0.3704
storage_loss	benefit	1000	0.01	0.292	0.3733	0.3733
storage_loss	benefit	1050	0.0064	0.456	0.3762	0.3762
storage_loss	benefit	1100	0.0056	0.521	0.3792	0.3792
storage_loss	cost	1100	0.003	1.0	0.003	0.2433
storage_loss	benefit	1150	0.005	0.583	0.3821	0.3821
storage_loss	benefit	1200	0.0066	0.442	0.385	0.385
storage_loss	benefit	1300	0.0014	1.0	0.3864	0.3908
storage_loss	benefit	1350	0.0014	1.0	0.3878	0.3937
storage_loss	benefit	1400	0.0056	1.0	0.3934	0.3967
storage_loss	benefit	1450	0.002	1.0	0.3954	0.3996
storage_loss	benefit	1500	0.0028	1.0	0.3982	0.4025
storage_loss	benefit	1550	0.003	1.0	0.4012	0.4054
storage_loss	benefit	1600	0.005	1.0	0.4062	0.4083
storage_loss	benefit	1650	0.0102	0.495	0.4112	0.4112
storage_loss	benefit	1700	0.0028	1.0	0.414	0.4142
storage_loss	benefit	1750	0.009	0.337	0.4171	0.4171
storage_loss	benefit	1800	0.0042	0.694	0.42	0.42
storage_loss	cost	1800	0.002	1.0	0.005	0.272
storage_loss	benefit	1850	0.0042	0.903	0.4238	0.4238
storage_loss	benefit	1900	0.0028	1.0	0.4266	0.4276
storage_loss	benefit	1950	0.0076	0.629	0.4314	0.4314
storage_loss	benefit	2000	0.0056	0.677	0.4352	0.4352
storage_loss	benefit	2050	0.0056	0.677	0.439	0.439
storage_loss	benefit	2100	0.0084	0.451	0.4427	0.4427
storage_loss	benefit	2250	0.0138	0.824	0.4541	0.4541
storage_loss	cost	2300	0.004	1.0	0.009	0.292
storage_loss	benefit	2400	0.002	1.0	0.4561	0.4655
storage_loss	benefit	2550	0.0104	1.0	0.4665	0.504
storage_loss	benefit	2650	0.0078	1.0	0.4743	0.5355
storage_loss	benefit	2800	0.0065	1.0	0.4808	0.595
storage_loss	benefit	2850	0.0144	1.0	0.4952	0.6212
storage_loss	benefit	2900	0.0221	1.0	0.5173	0.6475
storage_loss	benefit	2950	0.0052	1.0	0.5225	0.6737
storage_loss	benefit	3000	0.0026	1.0	0.5251	0.7
survey_speed	benefit	50	0.12	1.0	0.12	0.12
survey_speed	benefit	100	0.0239	1.0	0.1439	0.144
survey_speed	benefit	150	0.02	1.0	0.1639	0.166
survey_speed	benefit	250	0.046	1.0	0.2099	0.21
survey_speed	benefit	300	0.01	1.0	0.2199	0.232
survey_speed	benefit	350	0.01	1.0	0.2299	0.2587
survey_speed	benefit	400	0.03	1.0	0.2599	0.2853
survey_speed	benefit	500	0.0813	1.0	0.3412	0.3413
survey_speed	benefit	550	0.0293	1.0	0.3705	0.3707
survey_speed	benefit	650	0.0029	1.0	0.3734	0.4045
survey_speed	benefit	700	0.006	1.0	0.3794	0.409
survey_speed	benefit	750	0.007	1.0	0.3864	0.4135
survey_speed	benefit	800	0.0132	1.0	0.3996	0.418
survey_speed	benefit	850	0.0045	1.0	0.4041	0.4225
survey_speed	benefit	900	0.0171	1.0	0.4212	0.427
survey_speed	benefit	950	0.0124	0.831	0.4315	0.4315
survey_speed	benefit	1000	0.0465	0.097	0.436	0.436
survey_speed	benefit	1050	0.0043	1.0	0.4403	0.4405
survey_speed	benefit	1150	0.0071	1.0	0.4474	0.4495
survey_speed	benefit	1200	0.0095	0.695	0.454	0.454
survey_speed	benefit	1250	0.0052	0.865	0.4585	0.4585
survey_speed	benefit	1300	0.008	0.563	0.463	0.463
survey_speed	benefit	1350	0.0069	0.652	0.4675	0.4675
survey_speed	benefit	1400	0.01	0.45	0.472	0.472
survey_speed	benefit	1450	0.0104	0.433	0.4765	0.4765
survey_speed	benefit	1500	0.017	0.265	0.481	0.481
survey_speed	benefit	1550	0.0052	0.865	0.4855	0.4855
survey_speed	benefit	1600	0.0069	0.652	0.49	0.49
survey_speed	benefit	1650	0.0102	0.441	0.4945	0.4945
survey_speed	benefit	1750	0.0127	0.709	0.5035	0.5035
survey_speed	benefit	1800	0.0057	0.789	0.508	0.508
survey_speed	benefit	1850	0.0108	0.556	0.514	0.514
survey_speed	benefit	1900	0.0128	0.469	0.52	0.52
survey_speed	benefit	1950	0.0201	0.299	0.526	0.526
survey_speed	benefit	2000	0.0139	0.432	0.532	0.532
survey_speed	benefit	2050	0.0213	0.282	0.538	0.538
survey_speed	benefit	2100	0.0049	1.0	0.5429	0.544
survey_speed	benefit	2150	0.0109	0.651	0.55	0.55
survey_speed	benefit	2200	0.0169	0.355	0.556	0.556
survey_speed	benefit	2250	0.0028	1.0	0.5588	0.562
survey_speed	benefit	2300	0.01	0.92	0.568	0.568
survey_speed	benefit	2350	0.0151	0.397	0.574	0.574
survey_speed	benefit	2400	0.0136	0.441	0.58	0.58
survey_speed	benefit	2450	0.0164	1.0	0.5964	0.598
survey_speed	benefit	2500	0.0048	1.0	0.6012	0.616
survey_speed	benefit	2550	0.0012	1.0	0.6024	0.6362
survey_speed	benefit	2600	0.0006	1.0	0.603	0.6565
survey_speed	benefit	2700	0.0078	1.0	0.6108	0.7015
survey_speed	benefit	2850	0.0024	1.0	0.6132	0.778
survey_speed	benefit	2900	0.0036	1.0	0.6168	0.805
survey_speed	benefit	2950	0.0078	1.0	0.6246	0.8275
task_coordination	benefit	50	0.105	1.0	0.105	0.105
task_coordination	benefit	100	0.0208	1.0	0.1258	0.126
task_coordination	benefit	150	0.0191	1.0	0.1449	0.1452
task_coordination	benefit	200	0.0192	1.0	0.1641	0.1645
task_coordination	benefit	250	0.0194	1.0	0.1835	0.1837
task_coordination	benefit	300	0.0195	1.0	0.203	0.203
task_coordination	benefit	350	0.0234	1.0	0.2264	0.2263
task_coordination	benefit	400	0.0235	1.0	0.2499	0.2497
task_coordination	benefit	450	0.0234	1.0	0.2733	0.273
task_coordination	benefit	500	0.0256	1.0	0.2989	0.2987
task_coordination	benefit	550	0.0257	1.0	0.3246	0.3243
task_coordination	benefit	600	0.0185	1.0	0.3431	0.35
task_coordination	benefit	650	0.0205	0.483	0.353	0.353
task_coordination	benefit	700	0.0203	0.148	0.356	0.356
task_coordination	benefit	750	0.0212	0.142	0.359	0.359
task_coordination	benefit	800	0.0125	0.24	0.362	0.362
task_coordination	benefit	850	0.0265	0.113	0.365	0.365
task_coordination	benefit	900	0.0218	0.138	0.368	0.368
task_coordination	benefit	950	0.0032	0.938	0.371	0.371
task_coordination	benefit	1000	0.0113	0.265	0.374	0.374
task_coordination	benefit	1050	0.0148	0.203	0.377	0.377
task_coordination	benefit	1100	0.0053	0.566	0.38	0.38
task_coordination	benefit	1150	0.0102	0.294	0.383	0.383
task_coordination	benefit	1200	0.0066	0.455	0.386	0.386
task_coordination	benefit	1250	0.0054	0.556	0.389	0.389
task_coordination	benefit	1300	0.0136	0.221	0.392	0.392
task_coordination	benefit	1350	0.017	0.176	0.395	0.395
task_coordination	benefit	1400	0.0135	0.222	0.398	0.398
task_coordination	benefit	1450	0.0205	0.146	0.401	0.401
task_coordination	benefit	1500	0.01	0.3	0.404	0.404
task_coordination	benefit	1550	0.0036	0.833	0.407	0.407
task_coordination	benefit	1600	0.0198	0.152	0.41	0.41
task_coordination	benefit	1650	0.0114	0.263	0.413	0.413
task_coordination	benefit	1700	0.0186	0.161	0.416	0.416
task_coordination	cost	1700	0.0007	1.0	0.0007	0.201
task_coordination	benefit	1750	0.0228	0.132	0.419	0.419
task_coordination	benefit	1800	0.0248	0.121	0.422	0.422
task_coordination	benefit	1850	0.0039	1.0	0.4259	0.426
task_coordination	benefit	1900	0.0174	0.236	0.43	0.43
task_coordination	benefit	1950	0.0265	0.151	0.434	0.434
task_coordination	benefit	2000	0.0159	0.252	0.438	0.438
task_coordination	benefit	2050	0.0197	0.203	0.442	0.442
task_coordination	benefit	2100	0.0101	0.396	0.446	0.446
task_coordination	benefit	2150	0.0245	0.163	0.45	0.45
task_coordination	benefit	2200	0.0051	0.784	0.454	0.454
task_coordination	benefit	2250	0.0147	0.272	0.458	0.458
task_coordination	benefit	2300	0.0129	0.31	0.462	0.462
task_coordination	benefit	2350	0.0165	0.242	0.466	0.466
task_coordination	benefit	2400	0.025	0.16	0.47	0.47
task_coordination	benefit	2450	0.0285	0.421	0.482	0.482
task_coordination	benefit	2500	0.0167	0.719	0.494	0.494
task_coordination	benefit	2550	0.042	0.321	0.5075	0.5075
task_coordination	benefit	2600	0.0303	0.446	0.521	0.521
task_coordination	benefit	2650	0.0442	0.339	0.536	0.536
task_coordination	benefit	2700	0.0412	0.364	0.551	0.551
task_coordination	benefit	2750	0.0516	0.32	0.5675	0.5675
task_coordination	benefit	2800	0.0401	0.411	0.584	0.584
task_coordination	benefit	2850	0.0473	0.381	0.602	0.602
task_coordination	benefit	2900	0.0511	0.352	0.62	0.62
task_coordination	benefit	2950	0.0349	0.43	0.635	0.635
task_coordination	benefit	3000	0.0251	0.598	0.65	0.65
timber_pressure	benefit	50	0.015	1.0	0.015	0.125
timber_pressure	cost	50	0.085	1.0	0.085	0.2567
timber_pressure	cost	100	0.01	1.0	0.095	0.2733
timber_pressure	benefit	150	0.04	1.0	0.055	0.1525
timber_pressure	cost	150	0.01	1.0	0.105	0.29
timber_pressure	benefit	200	0.06	1.0	0.115	0.165
timber_pressure	cost	200	0.01	1.0	0.115	0.3067
timber_pressure	benefit	250	0.0612	1.0	0.1762	0.1763
timber_pressure	cost	250	0.01	1.0	0.125	0.3233
timber_pressure	benefit	300	0.0113	1.0	0.1875	0.1875
timber_pressure	cost	300	0.01	1.0	0.135	0.34
timber_pressure	cost	350	0.045	1.0	0.18	0.3567
timber_pressure	benefit	400	0.0216	1.0	0.2091	0.2092
timber_pressure	benefit	500	0.0208	1.0	0.2299	0.23
timber_pressure	benefit	550	0.01	1.0	0.2399	0.24
timber_pressure	cost	550	0.03	1.0	0.21	0.4233
timber_pressure	benefit	600	0.007	1.0	0.2469	0.25
timber_pressure	benefit	650	0.003	1.0	0.2499	0.2517
timber_pressure	cost	650	0.002	1.0	0.212	0.4447
timber_pressure	benefit	700	0.0128	0.268	0.2533	0.2533
timber_pressure	cost	700	0.0284	1.0	0.2404	0.4493
timber_pressure	cost	750	0.0218	1.0	0.2622	0.454
timber_pressure	benefit	800	0.008	0.417	0.2567	0.2567
