id,line,name,target_year,band_low,band_high,research_years,status,shared_with,key_threshold,aliases,source_file
flavouring_herbs,nutrition,"Flavouring herbs grown: coriander, cumin, mustard",485,445,525,5,new,,,,docs/research/NUTRITION_600_YEARS.md
named_breads,nutrition,"Many named breads, sweetened with dates and honey",495,455,535,6,new,,,,docs/research/NUTRITION_600_YEARS.md
vinegar_pickling,nutrition,Vinegar from soured wine and beer; pickling,505,465,545,8,catalog,,,,docs/research/NUTRITION_600_YEARS.md
date_palm_pollination,nutrition,Hand-pollinating date palms,515,475,555,8,new,,,,docs/research/NUTRITION_600_YEARS.md
date_syrup_preserves,nutrition,Date syrup and honey preserves,525,485,565,5,new,,,,docs/research/NUTRITION_600_YEARS.md
famine_reserves,nutrition,Famine reserve held across two harvests,540,500,580,12,new,institutions,yes,,docs/research/NUTRITION_600_YEARS.md
dried_salted_cheese,nutrition,"Salted, dried cheeses kept for months",560,520,600,5,new,,,,docs/research/NUTRITION_600_YEARS.md
separate_grain_lines,nutrition,Separate grain lines kept for bread and for beer,572,532,612,6,new,,,,docs/research/NUTRITION_600_YEARS.md
fruit_tree_grafting,nutrition,Grafting fruit trees (regional),585,545,625,12,new,,yes,,docs/research/NUTRITION_600_YEARS.md
wound_cleaning,health,Washing wounds with clean water,2,0,7,1.5,catalog,,,,docs/research/HEALTH_600_YEARS.md
sickness_pattern_memory,health,Sickness patterns remembered from past seasons,3,0,8,1.5,era,,,,docs/research/HEALTH_600_YEARS.md
symptom_sharing_customs,health,Symptoms told openly to kin and healer,4,1,9,1.5,era,,,,docs/research/HEALTH_600_YEARS.md
tool_hazard_awareness,health,Cutting-tool hazards taught to the young,4,1,9,1.5,era,,,,docs/research/HEALTH_600_YEARS.md
turbidity_judging,health,Cloudy water judged unfit to drink,5,2,10,1.5,era,,,,docs/research/HEALTH_600_YEARS.md
delousing,health,Lice combing and delousing,6,3,11,1.5,new,,,,docs/research/HEALTH_600_YEARS.md
herbal_classification,health,Healing plants sorted from food and poison,8,5,13,2,catalog,,,,docs/research/HEALTH_600_YEARS.md
contagion_avoidance_customs,health,Keeping away from the visibly sick,9,6,14,2,era,,,,docs/research/HEALTH_600_YEARS.md
splint_and_bracing_technique,health,Splints and binding for broken limbs,10,5,20,2,era,,,,docs/research/HEALTH_600_YEARS.md
dietary_healing_regimens,health,Special foods for the sick,11,6,21,2,era,,,,docs/research/HEALTH_600_YEARS.md
birth_attendants,health,Experienced women attend births,12,7,22,2.5,catalog,demography,,,docs/research/HEALTH_600_YEARS.md
household_water_boiling,health,Drinking water left to settle,13,8,23,2,era,,,,docs/research/HEALTH_600_YEARS.md
snakebite_treatment,health,"Snakebite and sting: cut, suck and bind",14,9,24,2,new,,,,docs/research/HEALTH_600_YEARS.md
joint_reduction,health,Resetting dislocated joints,16,11,26,2,new,,,,docs/research/HEALTH_600_YEARS.md
clean_water,health,Drinking upstream of washing and herds,18,8,28,3,catalog,,,,docs/research/HEALTH_600_YEARS.md
wound_packing,health,"Moss, lint and leaves to pack wounds",20,10,30,2,new,,,,docs/research/HEALTH_600_YEARS.md
poultices,health,"Poultices of crushed leaves, clay and fat",22,12,32,2,new,,,,docs/research/HEALTH_600_YEARS.md
sweat_baths,health,Sweat baths in heated huts,25,15,35,3,new,,,,docs/research/HEALTH_600_YEARS.md
purges_emetics,health,Purges and emetics from bitter plants,28,18,43,3,new,,,,docs/research/HEALTH_600_YEARS.md
tooth_drilling,health,Tooth drilling and beeswax fillings,31,21,46,3,new,,,,docs/research/HEALTH_600_YEARS.md
boil_lancing,health,Lancing boils with sharp flint,34,24,49,2,new,,,,docs/research/HEALTH_600_YEARS.md
disability_care,health,Lifelong care for the lame and disabled,38,28,53,3,new,,,,docs/research/HEALTH_600_YEARS.md
poppy_analgesia,health,Poppy latex to ease pain,45,30,65,3,new,,,,docs/research/HEALTH_600_YEARS.md
refuse_removal,health,Refuse and dung carried out of the dwelling,50,35,70,2,new,,,,docs/research/HEALTH_600_YEARS.md
trepanation,health,Skull scraping for head injury (trepanation),55,40,75,6,new,,yes,,docs/research/HEALTH_600_YEARS.md
crutches,health,Crutches and staffs for the injured,62,42,87,2,new,,,,docs/research/HEALTH_600_YEARS.md
heatstroke_care,health,"Shade, water and rest for heat-struck workers",66,46,91,2,new,,,,docs/research/HEALTH_600_YEARS.md
honey_wound_dressing,health,Honey laid on wounds,72,52,97,3,new,,,,docs/research/HEALTH_600_YEARS.md
sickroom_fumigation,health,Sickrooms fumigated with smoke and herbs,80,55,110,3,new,,,,docs/research/HEALTH_600_YEARS.md
shared_vessel_avoidance,health,No shared cups with the sick,88,63,118,3,era,,,,docs/research/HEALTH_600_YEARS.md
household_remedy_kits,health,Household remedy kits,91,66,121,3,era,,,,docs/research/HEALTH_600_YEARS.md
load_carrying_posture,health,Carrying loads on head and back without injury,94,69,129,3,era,,,,docs/research/HEALTH_600_YEARS.md
water_source_rotation,health,Rotating between water sources,97,72,132,3,era,,,,docs/research/HEALTH_600_YEARS.md
kohl_eye_paint,health,Green eye paint against flies and glare,102,72,137,3,new,,,,docs/research/HEALTH_600_YEARS.md
bracket_fungus_vermifuge,health,Bracket fungus against gut worms,110,80,150,3,new,,,,docs/research/HEALTH_600_YEARS.md
sickroom_isolation_practice,health,The sick kept in a separate room,117,87,157,3,era,,,,docs/research/HEALTH_600_YEARS.md
symptom_triage_customs,health,Triage: who is seen first,120,85,160,3,era,,,,docs/research/HEALTH_600_YEARS.md
workplace_hazard_awareness,health,"Hazards of kiln, pit and field taught",123,88,163,3,era,,,,docs/research/HEALTH_600_YEARS.md
greywater_diversion_practice,health,Waste water led away from houses,126,91,166,3,era,,,,docs/research/HEALTH_600_YEARS.md
head_shaving_lice,health,Heads shaved and hair cut against lice,135,100,175,2,new,,,,docs/research/HEALTH_600_YEARS.md
sickbed_distance_norms,health,Distance kept at the sickbed,147,107,187,3,era,,,,docs/research/HEALTH_600_YEARS.md
recovery_diet_customs,health,Recovery diets for the convalescent,150,110,190,3,era,,,,docs/research/HEALTH_600_YEARS.md
fire_tending_safeguards,health,Safeguards around open fires,153,113,193,3,era,,,,docs/research/HEALTH_600_YEARS.md
water_container_cleaning_customs,health,Water jars scrubbed and covered,156,116,196,3,era,,,,docs/research/HEALTH_600_YEARS.md
skin_oiling,health,Oil rubbed on skin against sun and cracking,165,125,205,2,new,,,,docs/research/HEALTH_600_YEARS.md
traction_fracture_setting,health,Fractures set under traction,175,135,215,4,new,,,,docs/research/HEALTH_600_YEARS.md
castor_oil_remedies,health,Castor oil as purge and salve,182,142,222,3,new,,,,docs/research/HEALTH_600_YEARS.md
healing_chants,health,Healing chants alongside remedies,190,150,230,2,new,culture,,,docs/research/HEALTH_600_YEARS.md
river_bathing,health,Regular bathing in running water,198,158,238,2,new,,,,docs/research/HEALTH_600_YEARS.md
seasonal_well_flushing,health,Wells cleaned out each season,210,170,250,4,era,,,,docs/research/HEALTH_600_YEARS.md
outbreak_burial_protocols,health,Burial rules during outbreaks,222,182,262,4,era,,,,docs/research/HEALTH_600_YEARS.md
burn_treatment_protocols,health,Burns cooled and dressed with fat,226,186,266,3,era,,,,docs/research/HEALTH_600_YEARS.md
convalescent_care_rotations,health,Rotas to nurse the convalescent,229,189,269,3,era,,,,docs/research/HEALTH_600_YEARS.md
fly_protection,health,Covered food and fly whisks,245,205,285,2,new,,,,docs/research/HEALTH_600_YEARS.md
apprentice_healer_rounds,health,Healers take apprentices on rounds,268,228,308,4,era,,,,docs/research/HEALTH_600_YEARS.md
burial_ground_separation,health,Burial grounds apart from houses and water,272,232,312,4,era,culture,,culture@140: Cemeteries set apart from the village,docs/research/HEALTH_600_YEARS.md
occupational_rest_customs,health,Rest days for heavy trades,275,235,315,3,era,labor,,,docs/research/HEALTH_600_YEARS.md
communal_washing_rotas,health,Rotas for communal washing places,278,238,318,3,era,,,,docs/research/HEALTH_600_YEARS.md
wound_suturing,health,Stitching wounds with thread,292,252,332,5,new,,,,docs/research/HEALTH_600_YEARS.md
latrine_siting,health,Latrine pits sited by slope and water,302,262,342,5,catalog,,yes,,docs/research/HEALTH_600_YEARS.md
water_settling_basins,health,Settling basins for drinking water,308,268,348,6,catalog,infrastructure,,,docs/research/HEALTH_600_YEARS.md
isolation_practice,health,The ill set apart during outbreaks,313,273,353,6,catalog,,,,docs/research/HEALTH_600_YEARS.md
woven_dressings,health,Woven linen dressings,318,278,358,4,catalog,production,,,docs/research/HEALTH_600_YEARS.md
protected_wellheads,health,Covered wellheads,325,285,365,5,catalog,infrastructure,,,docs/research/HEALTH_600_YEARS.md
separate_clean_water_storage,health,Drinking water stored apart from washing water,335,295,375,5,catalog,,,,docs/research/HEALTH_600_YEARS.md
ash_fat_soap,health,Soap from ash and fat,345,305,385,5,new,,,,docs/research/HEALTH_600_YEARS.md
copper_razors,health,Shaving and plucking with copper blades,355,315,395,3,new,,,,docs/research/HEALTH_600_YEARS.md
healer_titles,health,"Healer titles: physician, tooth-healer, eye-healer",368,328,408,10,new,,yes,,docs/research/HEALTH_600_YEARS.md
healer_specialization_customs,health,Healers specialise by ailment,378,338,418,6,era,,,,docs/research/HEALTH_600_YEARS.md
protective_gear_customs,health,"Aprons, wraps and eye guards for hot and sharp work",381,341,421,4,era,,,,docs/research/HEALTH_600_YEARS.md
sanitation_inspection_customs,health,"Elders inspect wells, drains and refuse pits",384,344,424,4,era,,,,docs/research/HEALTH_600_YEARS.md
quarantine_travel_restrictions,health,Afflicted places avoided by travelers,387,347,427,4,era,,,,docs/research/HEALTH_600_YEARS.md
embalming_anatomy,health,Organs known from preparing the dead,400,360,440,8,new,culture,,,docs/research/HEALTH_600_YEARS.md
public_baths,health,Public washing places,410,370,450,10,catalog,infrastructure,yes,infrastructure@415: Brick bathing platforms and a great tank,docs/research/HEALTH_600_YEARS.md
linen_board_splints,health,Board splints bound with linen,420,380,460,5,new,,,,docs/research/HEALTH_600_YEARS.md
remedy_vehicles,health,"Remedies given in beer, milk and honey",428,388,468,3,new,,,,docs/research/HEALTH_600_YEARS.md
mineral_eye_salves,health,Eye salves of copper and lead ores,438,398,478,5,new,,,,docs/research/HEALTH_600_YEARS.md
wired_teeth,health,Loose teeth bound with wire,446,406,486,4,new,,,,docs/research/HEALTH_600_YEARS.md
willow_myrtle_remedies,health,Willow and myrtle leaf against pain and fever,470,430,510,4,new,,,,docs/research/HEALTH_600_YEARS.md
remedy_tablets,health,"Remedy tablets: ingredient, preparation, use",482,442,522,12,new,knowledge,yes,,docs/research/HEALTH_600_YEARS.md
case_records,health,Remedy and outcome written together,495,455,535,10,catalog,,,,docs/research/HEALTH_600_YEARS.md
skin_disease_exclusion,health,Scaly-skin sufferers kept outside the town,515,475,555,5,new,,,,docs/research/HEALTH_600_YEARS.md
mad_dog_liability,health,Owner liable for a known mad dog,530,490,570,4,new,institutions,,,docs/research/HEALTH_600_YEARS.md
womens_ailment_texts,health,Women's-ailment texts,540,500,580,8,new,demography,,,docs/research/HEALTH_600_YEARS.md
healer_fee_law,health,Healer fees and penalties set by law,550,510,590,5,new,institutions,,,docs/research/HEALTH_600_YEARS.md
injury_manual,health,"Injury manual: examine, judge, treat or leave alone",565,525,605,15,new,,yes,,docs/research/HEALTH_600_YEARS.md
cautery,health,Cautery with a heated fire-drill,576,536,616,5,new,,,,docs/research/HEALTH_600_YEARS.md
pulse_taking,health,Heartbeat felt at wrist and neck,585,545,625,6,new,,,,docs/research/HEALTH_600_YEARS.md
remedy_compendia,health,Great remedy compendia of hundreds of recipes,595,555,635,12,new,,,,docs/research/HEALTH_600_YEARS.md
lactational_spacing_awareness,demography,Nursing delays the next pregnancy,2,0,7,1.5,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
labor_position_customs,demography,Birth positions that ease labor,3,0,8,1.5,era,health,,,docs/research/DEMOGRAPHY_600_YEARS.md
named_descent_lines,demography,Named descent lines,3,0,8,1.5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
fever_watch_customs,demography,Night watch over feverish infants,4,1,9,1.5,era,health,,,docs/research/DEMOGRAPHY_600_YEARS.md
sleeping_area_rotation,demography,Sleeping places rotated near the hearth,4,1,9,1.5,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
infant_swaddling_practice,demography,Infants swaddled against cold,5,2,10,1.5,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
birth_spacing_customs,demography,Births spaced by weaning and custom,6,3,11,2,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
postpartum_seclusion_care,demography,Quiet rest after birth,7,4,12,2,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
infant_carrying_slings,demography,Carrying slings and cradleboards,10,5,20,1.5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
shared_childcare,demography,Shared childcare between households,12,7,22,2,catalog,,,,docs/research/DEMOGRAPHY_600_YEARS.md
extended_family_room_division,demography,Growing homes divided into sleeping areas,14,9,24,2,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
lineage_exogamy,demography,Marriage outside one's own line,16,11,26,2,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
mouths_against_store,demography,Mouths counted against the store,20,10,30,2,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
patrilocal_residence,demography,Bride joins her husband's kin,24,14,34,2,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
kin_care_widows_orphans,demography,Widows and orphans taken in by kin,28,18,43,2,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
maternal_recovery,demography,Food and lighter work after childbirth,37,27,52,3,catalog,,,,docs/research/DEMOGRAPHY_600_YEARS.md
household_space_planning,demography,"Household space planned for sleep, air and care",42,27,62,3,catalog,,,,docs/research/DEMOGRAPHY_600_YEARS.md
village_marriage_alliances,demography,Marriage alliances between villages,50,35,70,3,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
elder_care_by_children,demography,Elders fed and housed by grown children,55,40,75,2,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
winter_herder_return,demography,Herders' camps rejoin the village for winter,60,40,85,3,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
bride_wealth_gifts,demography,Bride gifts of livestock and goods,65,45,90,3,new,institutions,,institutions@50: Bride-wealth agreements between lineages,docs/research/DEMOGRAPHY_600_YEARS.md
captive_adoption,demography,Captives and strays adopted into a lineage,70,50,95,3,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
daughter_hamlets,demography,A crowded village buds a daughter hamlet,82,57,112,5,new,,yes,,docs/research/DEMOGRAPHY_600_YEARS.md
lean_year_dispersal,demography,Lean-year dispersal to kin elsewhere,88,63,118,3,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
infant_feeding_schedules,demography,Infant feeding schedules,90,65,120,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
seasonal_conception_timing,demography,Conception timed to full stores,91,66,121,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
cord_afterbirth_handling,demography,Cord tied and afterbirth handled by set steps,92,67,127,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
room_allocation_by_size,demography,Sleeping space divided by household size,93,68,128,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
harvest_headcount,demography,Headcount at the harvest gathering,100,70,135,3,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
new_household_plots,demography,House plots granted to new households,104,74,139,4,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
newcomer_host_season,demography,Newcomers work a season under a host household,112,82,152,3,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
weaning_food_softening,demography,Soft first foods for weaning,118,88,158,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
interval_weaning_practice,demography,Weaning intervals stretched with gruel,120,85,160,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
breech_repositioning_technique,demography,Turning a breech infant before labor,122,87,162,4,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
seasonal_sleeping_arrangements,demography,Sleeping places moved with the seasons,124,89,164,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
newcomer_intermarriage,demography,Newcomers wed into local households,132,97,172,3,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
satellite_hamlets,demography,Satellite hamlets around a central village,140,100,180,5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
hearth_hazard_proofing,demography,Toddlers kept from hearths and hot pots,148,108,188,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
sibling_age_gap_norms,demography,Customary gap between siblings,150,110,190,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
obstructed_labor_recognition,demography,Signs of a stalled labor,152,112,192,4,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
seasonal_storage_sleeping_swap,demography,Stores and sleeping mats swapped by season,154,114,194,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
famine_refugee_hosting,demography,Famine refugees taken in by host villages,162,122,202,4,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
hearth_counts,demography,Households counted by hearth,170,130,210,4,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
carrying_capacity_awareness,demography,Seeing when the land can feed no more mouths,182,142,222,5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
kin_wards,demography,Kin wards within a growing village,200,160,240,5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
childhood_illness_recognition,demography,Dangerous childhood fevers and rashes recognised,222,182,262,4,era,health,,,docs/research/DEMOGRAPHY_600_YEARS.md
kin_fostering_networks,demography,Weaned children fostered with kin in lean years,224,184,264,4,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
hemorrhage_control_herbs,demography,Herbs to slow bleeding after birth,226,186,266,4,era,health,,,docs/research/DEMOGRAPHY_600_YEARS.md
multigenerational_household_norms,demography,Three generations under one roof by rule,228,188,268,4,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
protective_birth_amulets,demography,Protective amulets for mother and child,250,210,290,2,new,culture,,,docs/research/DEMOGRAPHY_600_YEARS.md
rural_urban_migration,demography,Towns draw in villagers from the countryside,262,222,302,8,new,,yes,,docs/research/DEMOGRAPHY_600_YEARS.md
childhood_growth_milestones,demography,Children checked against growth milestones,268,228,308,4,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
grandmaternal_birth_counsel,demography,Grandmothers counsel birth timing,270,230,310,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
trained_midwife_referral,demography,Difficult births referred to the best attendant,272,232,312,4,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
elder_quarters_customs,demography,Warmest place kept for elders,274,234,314,3,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
people_herd_counts,demography,Periodic counts of people and herds,345,305,385,8,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
patron_protection,demography,Outsiders under a patron's protection,355,315,395,5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
communal_child_supervision_rotas,demography,Child-watch rotas between neighbours,378,338,418,4,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
marriage_age_norms,demography,Customary marriage ages,380,340,420,5,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
household_partition_customs,demography,Crowded households split by agreed rule,382,342,422,5,era,,,,docs/research/DEMOGRAPHY_600_YEARS.md
midwife_apprenticeship_lines,demography,Midwives train successors over seasons,400,360,440,8,era,health,yes,,docs/research/DEMOGRAPHY_600_YEARS.md
recorded_dowry,demography,Betrothal gifts and dowry recorded,420,380,460,5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
household_vital_lists,demography,Births and deaths noted in household lists,440,400,480,6,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
birth_stool_bricks,demography,Birth stool and birth bricks,452,412,492,4,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
ward_residence_lists,demography,Residents listed by ward,462,422,502,6,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
partible_inheritance,demography,Inheritance shares among children,472,432,512,6,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
named_year_ages,demography,Ages reckoned by named years,480,440,520,5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
fraternal_joint_estates,demography,Brothers hold the father's estate jointly,490,450,530,5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
belonging_oaths,demography,Oath of belonging for settled outsiders,530,490,570,6,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
wet_nurse_contracts,demography,Wet-nurse contracts with fixed pay,540,500,580,5,new,institutions,,,docs/research/DEMOGRAPHY_600_YEARS.md
divorce_settlements,demography,Divorce terms and return of dowry,548,508,588,5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
widow_portion_law,demography,Widow's portion secured by law,556,516,596,5,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
contraceptive_pessaries,demography,Honey-and-acacia pessaries to delay pregnancy,562,522,602,6,new,health,,,docs/research/DEMOGRAPHY_600_YEARS.md
three_year_nursing,demography,Customary three-year nursing,568,528,608,3,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
levirate_marriage,demography,Widow wed to her husband's brother (regional),578,538,618,4,new,,,,docs/research/DEMOGRAPHY_600_YEARS.md
frontier_settler_grants,demography,Settlers granted land for service on the frontier,590,550,630,10,new,,yes,,docs/research/DEMOGRAPHY_600_YEARS.md
carried_load_balancing,logistics,Carried loads balanced on tumpline and back,2,0,6,1.5,era,,,,docs/research/LOGISTICS_600_YEARS.md
landmark_route_naming,logistics,Landmark route names,3,0,7,1.5,era,,,,docs/research/LOGISTICS_600_YEARS.md
paired_carrier_balancing,logistics,Two carriers share one heavy load,4,0,8,1.5,era,,,,docs/research/LOGISTICS_600_YEARS.md
guest_host_reciprocity,logistics,Guest-host welcome for travelers,5,1,9,1.5,era,culture,,culture@22: Guest-right: a stranger fed and protected for three days,docs/research/LOGISTICS_600_YEARS.md
vermin_deterrent_placement,logistics,Vermin-deterrent placement in stores,6,1,11,2,era,,,,docs/research/LOGISTICS_600_YEARS.md
hide_floats,logistics,Hide floats and lashed log rafts,7,2,12,2,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
dry_cache_siting,logistics,Dry cache siting,8,3,13,2,era,,,,docs/research/LOGISTICS_600_YEARS.md
carrying_poles,logistics,Carrying pole for two-ended loads,10,4,16,2,new,,,,docs/research/LOGISTICS_600_YEARS.md
trail_waymarking,logistics,Trail waymarking: blazes and stacked stones,12,5,19,2,era,,,,docs/research/LOGISTICS_600_YEARS.md
river_craft,logistics,Dugout canoes and paddles,14,7,21,3,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
trade_partner_tokens,logistics,Gift tokens between trade partners,16,8,24,2,era,,,,docs/research/LOGISTICS_600_YEARS.md
sledges_travois,logistics,Hand-drawn sledges and travois,18,10,26,3,new,,,,docs/research/LOGISTICS_600_YEARS.md
down_the_line_exchange,logistics,"Down-the-line exchange of flint, obsidian and shell",20,11,29,3,new,,,,docs/research/LOGISTICS_600_YEARS.md
load_lashing_knots,logistics,Load-lashing knots and hitches,22,12,32,2,new,,,,docs/research/LOGISTICS_600_YEARS.md
route_food_caches,logistics,Food caches along regular travel routes,25,15,35,3,new,,,,docs/research/LOGISTICS_600_YEARS.md
portage_paths,logistics,Portage paths between waterways,28,17,39,3,new,,,,docs/research/LOGISTICS_600_YEARS.md
skis_snowshoes,logistics,Skis and snowshoes for winter travel (regional),32,19,45,3,new,,,,docs/research/LOGISTICS_600_YEARS.md
reed_bundle_boats,logistics,Reed-bundle boats sealed with bitumen (regional),36,22,50,4,new,,,,docs/research/LOGISTICS_600_YEARS.md
brushwood_trackways,logistics,Brushwood mats laid over soft ground,40,25,55,3,new,,,,docs/research/LOGISTICS_600_YEARS.md
load_backframes,logistics,Backframes for bulky loads,45,29,61,3,new,,,,docs/research/LOGISTICS_600_YEARS.md
boundary_exchange_sites,logistics,Exchange partners meet at fixed boundary places,50,30,70,4,new,,,,docs/research/LOGISTICS_600_YEARS.md
wayfinding_stars,logistics,Night travel steered by the stars,60,40,80,4,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
rollers_and_runners,logistics,Rollers and runners for heavy logs and stones,65,45,85,5,new,,,,docs/research/LOGISTICS_600_YEARS.md
seasonal_ford_timing,logistics,Seasonal ford timing,75,50,100,3,era,,,,docs/research/LOGISTICS_600_YEARS.md
relay_carrying_shifts,logistics,Relay carrying shifts on long hauls,78,50,105,4,era,,,,docs/research/LOGISTICS_600_YEARS.md
oldest_first_marking,logistics,Oldest-first stock marking,80,55,105,3,era,,,,docs/research/LOGISTICS_600_YEARS.md
trade_partner_memory,logistics,Remembered trade partners and their wants,85,55,115,3,era,,,,docs/research/LOGISTICS_600_YEARS.md
salt_shell_routes,logistics,Salt and shell exchange routes,90,60,120,5,new,,,,docs/research/LOGISTICS_600_YEARS.md
river_landings,logistics,Boat landings cleared and marked on rivers,100,65,135,4,new,,,,docs/research/LOGISTICS_600_YEARS.md
hide_covered_boats,logistics,Hide-covered boats on wicker frames,110,75,145,5,new,,,,docs/research/LOGISTICS_600_YEARS.md
stock_layering_method,logistics,Stock layering in stores,115,75,155,3,era,,,,docs/research/LOGISTICS_600_YEARS.md
seasonal_route_assessment,logistics,Seasonal route assessment,120,80,160,4,era,,,,docs/research/LOGISTICS_600_YEARS.md
barter_equivalence_custom,logistics,Customary barter equivalences,125,85,165,5,era,,,,docs/research/LOGISTICS_600_YEARS.md
ox_drawn_sledges,logistics,Oxen trained to draw sledges,135,95,175,8,new,,,,docs/research/LOGISTICS_600_YEARS.md
long_distance_axe_trade,logistics,Polished stone axes carried over long distances,140,100,180,5,new,,,,docs/research/LOGISTICS_600_YEARS.md
pack_animals,logistics,Donkeys as pack animals,150,110,190,12,catalog,,yes,,docs/research/LOGISTICS_600_YEARS.md
load_bundling_by_weight,logistics,Loads bundled by weight,152,110,190,3,era,,,,docs/research/LOGISTICS_600_YEARS.md
rest_stop_spacing_custom,logistics,Customary rest-stop spacing,155,115,195,3,era,,,,docs/research/LOGISTICS_600_YEARS.md
pest_barrier_maintenance,logistics,Pest barriers kept in repair,160,120,200,3,era,,,,docs/research/LOGISTICS_600_YEARS.md
shared_trade_escort,logistics,Shared escort for trade parties,165,125,205,4,era,,,,docs/research/LOGISTICS_600_YEARS.md
pack_load_balancing,logistics,Pack loads balanced side to side,170,130,210,3,era,,,,docs/research/LOGISTICS_600_YEARS.md
pack_saddles,logistics,Wooden pack saddles,175,135,215,5,new,,,,docs/research/LOGISTICS_600_YEARS.md
plank_trackways,logistics,Plank trackways across wetland,180,140,220,8,new,infrastructure,,,docs/research/LOGISTICS_600_YEARS.md
paired_ox_yoke,logistics,Paired-ox yoke,185,145,225,6,new,,,,docs/research/LOGISTICS_600_YEARS.md
sealed_store_doors,logistics,Store doors sealed with clay and seal,190,150,230,5,new,knowledge,,,docs/research/LOGISTICS_600_YEARS.md
plank_extended_dugouts,logistics,Dugouts raised with sewn side planks,200,160,240,8,new,,,,docs/research/LOGISTICS_600_YEARS.md
solid_wheel_assembly,logistics,Solid wheels of joined planks,225,185,265,15,catalog,infrastructure,yes,,docs/research/LOGISTICS_600_YEARS.md
wooden_axle_shaping,logistics,Axles shaped and fitted,228,190,270,5,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
linchpin_retention,logistics,Linchpins keep wheels on the axle,232,190,270,4,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
trade_colonies,logistics,Trade outposts in distant river towns,235,195,275,10,new,demography,,demography@235: Daughter settlements planted along trade routes,docs/research/LOGISTICS_600_YEARS.md
cart_bed_framing,logistics,Ox-drawn solid-wheel carts,240,200,280,10,catalog,,yes,,docs/research/LOGISTICS_600_YEARS.md
