id	line	design_year	effect	before	after
crossing_point_survey	logistics	252	route_speed	0.0108	0.0039
tool_reach_zoning	labor	252	craft_output	0.015	0.0047
tool_reach_zoning	labor	252	labor_efficiency	0.0116	0.0016
ceramic_pipe_firing_qualification	infrastructure	255	sanitation	0.009	0.0023
ceramic_pipe_firing_qualification	infrastructure	255	standardization	0.006	0.0022
council_reformation_practice	institutions	255	cohesion	0.0026	0.0009
council_reformation_practice	institutions	255	state_capacity	0.0049	0.0008
craft_order_queuing	production	255	craft_output	0.02	0.0063
craft_order_queuing	production	255	task_coordination	0.0061	0.0008
pictographic_records	knowledge	255	knowledge_preservation	0.035	0.0061
pictographic_records	knowledge	255	knowledge_rate	0.028	0.0263
pictographic_records	knowledge	255	state_capacity	0.013	0.0022
pictographic_records	knowledge	255	task_coordination	0.021	0.0026
rank_dress_styles	culture	255	legitimacy	0.002	0.0009
bivalve_moulds	production	260	craft_output	0.004	0.0013
bivalve_moulds	production	260	standardization	0.012	0.0044
bivalve_moulds	production	260	warfare_readiness	0.01	0.0021
common_armory	security	260	security_efficiency	0.0048	0.0015
common_armory	security	260	state_capacity	0.01	0.0017
common_armory	security	260	warfare_readiness	0.0162	0.0034
courtyard_houses	infrastructure	260	cohesion	0.0025	0.0009
courtyard_houses	infrastructure	260	health_protection	0.007	0.0024
courtyard_houses	infrastructure	260	housing_output	0.03	0.0091
cylinder_seals	knowledge	260	legitimacy	0.002	0.0009
cylinder_seals	knowledge	260	state_capacity	0.004	0.0007
cylinder_seals	knowledge	260	storage_loss	-0.01	-0.002
cylinder_seals	knowledge	260	trade_capacity	0.005	0.0011
four_wheeled_wagons	logistics	260	haul_capacity	0.0284	0.0068
four_wheeled_wagons	logistics	260	logistics_endurance	0.02	0.0027
kitchen_gardens	nutrition	260	cultivation_yield	0.015	0.0117
temple_high_steward	institutions	260	knowledge_preservation	0.0035	0.0006
temple_high_steward	institutions	260	legitimacy	0.014	0.0062
temple_high_steward	institutions	260	state_capacity	0.023	0.0038
temple_high_steward	institutions	260	task_coordination	0.021	0.0026
craft_lineage_naming	culture	262	craft_output	0.01	0.0031
craft_lineage_naming	culture	262	knowledge_preservation	0.0033	0.0006
joint_crew_debriefs	labor	262	knowledge_preservation	0.0051	0.0009
joint_crew_debriefs	labor	262	task_coordination	0.0076	0.001
rural_urban_migration	demography	262	craft_output	0.02	0.0063
rural_urban_migration	demography	262	housing_output	0.02	0.006
rural_urban_migration	demography	262	labor_efficiency	0.025	0.0034
cross_household_grain_audits	institutions	265	food_storage	0.015	0.0049
cross_household_grain_audits	institutions	265	state_capacity	0.0034	0.0006
intermarriage_visiting_customs	culture	265	cohesion	0.0025	0.0009
intermarriage_visiting_customs	culture	265	trade_capacity	0.0025	0.0006
meteoric_iron_working	production	265	craft_output	0.001	0.0003
meteoric_iron_working	production	265	legitimacy	0.003	0.0013
meteoric_iron_working	production	265	trade_capacity	0.003	0.0007
riparian_tree_belts	ecology	265	disaster_risk	-0.0051	-0.0008
riparian_tree_belts	ecology	265	ecology_recovery	0.0135	0.009
riparian_tree_belts	ecology	265	water_safety	0.01	0.0017
apprentice_healer_rounds	health	268	health_protection	0.022	0.0075
apprentice_healer_rounds	health	268	knowledge_preservation	0.0068	0.0012
childhood_growth_milestones	demography	268	knowledge_preservation	0.0051	0.0009
childhood_growth_milestones	demography	268	neonatal_survival	0.02	0.0099
journeyman_placement	labor	268	labor_efficiency	0.0093	0.0013
journeyman_placement	labor	268	task_coordination	0.0061	0.0008
load_path_reading	infrastructure	268	construction_rate	0.02	0.0115
load_path_reading	infrastructure	268	disaster_risk	-0.0149	-0.0022
oath_witness_registers	institutions	268	legitimacy	0.002	0.0009
visiting_specialist_consultations	culture	268	knowledge_preservation	0.0028	0.0005
visiting_specialist_consultations	culture	268	legitimacy	0.002	0.0009
clay_record_tablets	knowledge	270	knowledge_preservation	0.019	0.0033
clay_record_tablets	knowledge	270	state_capacity	0.006	0.001
grandmaternal_birth_counsel	demography	270	knowledge_preservation	0.0068	0.0012
grandmaternal_birth_counsel	demography	270	maternal_safety	0.025	0.0033
multi_post_command_relay	security	270	security_efficiency	0.0144	0.0044
multi_post_command_relay	security	270	task_coordination	0.0031	0.0004
shared_work_crew_rotation	infrastructure	270	cohesion	0.0078	0.0028
shared_work_crew_rotation	infrastructure	270	construction_rate	0.02	0.0115
task_matched_tool_selection	production	270	labor_efficiency	0.0093	0.0013
burial_ground_separation	health	272	disease_exposure	-0.02	-0.0051
burial_ground_separation	health	272	water_safety	0.015	0.0025
regional_levy_coordination	institutions	272	state_capacity	0.0051	0.0009
regional_levy_coordination	institutions	272	task_coordination	0.002	0.0003
rotating_relief_wardens	security	272	disaster_resilience	0.03	0.0096
rotating_relief_wardens	security	272	task_coordination	0.0031	0.0004
sail_panel_cutting	logistics	272	haul_capacity	0.0189	0.0045
sail_panel_cutting	logistics	272	route_speed	0.0323	0.0115
sail_panel_cutting	logistics	272	trade_capacity	0.02	0.0046
trained_midwife_referral	demography	272	knowledge_preservation	0.0068	0.0012
trained_midwife_referral	demography	272	maternal_safety	0.035	0.0047
elder_quarters_customs	demography	274	cohesion	0.0058	0.0021
elder_quarters_customs	demography	274	housing_output	0.02	0.006
corbelled_vaults	infrastructure	275	construction_rate	0.003	0.0017
corbelled_vaults	infrastructure	275	disaster_resilience	0.015	0.0048
corbelled_vaults	infrastructure	275	housing_output	0.012	0.0036
fuelwood_rotation	ecology	275	ecology_recovery	0.0101	0.0067
fuelwood_rotation	ecology	275	timber_pressure	-0.03	-0.0113
occupational_rest_customs	health	275	fatigue	-0.02	-0.0045
occupational_rest_customs	health	275	injury_risk	-0.0172	-0.0027
standard_unit_naming	production	275	standardization	0.03	0.0109
standard_unit_naming	production	275	task_coordination	0.0046	0.0006
stone_relief_carving	culture	275	knowledge_preservation	0.0032	0.0006
stone_relief_carving	culture	275	legitimacy	0.002	0.0009
communal_washing_rotas	health	278	sanitation	0.02	0.0051
communal_washing_rotas	health	278	water_safety	0.02	0.0034
waypoint_cargo_transfer	logistics	278	haul_capacity	0.0095	0.0023
waypoint_cargo_transfer	logistics	278	logistics_endurance	0.02	0.0027
age_graded_load_limits	labor	280	injury_risk	-0.0172	-0.0027
age_graded_load_limits	labor	280	labor_efficiency	0.007	0.001
banded_procession_vessels	culture	280	cohesion	0.0026	0.0009
banded_procession_vessels	culture	280	craft_output	0.005	0.0016
banded_procession_vessels	culture	280	legitimacy	0.002	0.0009
spring_head_fencing	ecology	280	disease_exposure	-0.01	-0.0026
spring_head_fencing	ecology	280	sanitation	0.01	0.0025
spring_head_fencing	ecology	280	water_safety	0.03	0.005
standard_sign_lists	knowledge	280	knowledge_preservation	0.0096	0.0017
standard_sign_lists	knowledge	280	standardization	0.0041	0.0015
worker_ration_lists	institutions	280	knowledge_preservation	0.0032	0.0006
worker_ration_lists	institutions	280	labor_efficiency	0.015	0.0021
worker_ration_lists	institutions	280	state_capacity	0.006	0.001
worker_ration_lists	institutions	280	task_coordination	0.0028	0.0004
alternate_route_scouting	logistics	282	disaster_risk	-0.0056	-0.0008
alternate_route_scouting	logistics	282	route_speed	0.0108	0.0039
appeal_reopening_custom	institutions	285	cohesion	0.002	0.0007
appeal_reopening_custom	institutions	285	legitimacy	0.002	0.0009
cache_capacity_accounting	logistics	285	food_storage	0.02	0.0066
cache_capacity_accounting	logistics	285	task_coordination	0.0046	0.0006
combined_drill_musters	security	285	task_coordination	0.0031	0.0004
combined_drill_musters	security	285	warfare_readiness	0.0121	0.0025
lampblack_capture	production	285	craft_output	0.001	0.0003
lampblack_capture	production	285	knowledge_preservation	0.005	0.0009
post_storm_resource_pooling	infrastructure	285	cohesion	0.0078	0.0028
post_storm_resource_pooling	infrastructure	285	disaster_risk	-0.0111	-0.0016
post_storm_resource_pooling	infrastructure	285	food_storage	0.01	0.0033
temple_singers_lamenters	culture	285	cohesion	0.0039	0.0014
temple_singers_lamenters	culture	285	knowledge_preservation	0.0032	0.0006
temple_singers_lamenters	culture	285	legitimacy	0.0025	0.0011
seasonal_trade_gathering	logistics	288	task_coordination	0.0031	0.0004
seasonal_trade_gathering	logistics	288	trade_capacity	0.02	0.0046
succession_naming_rites	institutions	288	cohesion	0.002	0.0007
succession_naming_rites	institutions	288	legitimacy	0.002	0.0009
diversion_dams	infrastructure	290	cultivation_yield	0.02	0.0156
diversion_dams	infrastructure	290	disaster_resilience	0.015	0.0048
grain_parboiling	nutrition	290	storage_loss	-0.005	-0.001
guest_friendship	culture	290	cohesion	0.0026	0.0009
guest_friendship	culture	290	security_efficiency	0.005	0.0015
guest_friendship	culture	290	trade_capacity	0.0075	0.0017
household_muster	security	290	state_capacity	0.01	0.0017
household_muster	security	290	warfare_readiness	0.0202	0.0043
named_soil_kinds	ecology	290	knowledge_preservation	0.005	0.0009
named_soil_kinds	ecology	290	soil_productivity	0.03	0.0132
scribal_apprenticeship	knowledge	290	knowledge_preservation	0.0048	0.0008
scribal_apprenticeship	knowledge	290	standardization	0.0082	0.003
supply_groups	logistics	292	food_storage	0.03	0.0099
supply_groups	logistics	292	haul_capacity	0.0331	0.0079
supply_groups	logistics	292	logistics_endurance	0.1	0.0137
supply_groups	logistics	292	warfare_readiness	0.0242	0.0051
wound_suturing	health	292	injury_risk	-0.015	-0.0023
wound_suturing	health	292	labor_efficiency	0.005	0.0007
wound_suturing	health	292	maternal_safety	0.01	0.0013
cargo_seals	logistics	295	state_capacity	0.025	0.0042
cargo_seals	logistics	295	storage_loss	-0.065	-0.0128
cargo_seals	logistics	295	trade_capacity	0.0267	0.0061
census_rolls	institutions	295	knowledge_preservation	0.01	0.0017
census_rolls	institutions	295	state_capacity	0.032	0.0053
census_rolls	institutions	295	task_coordination	0.035	0.0044
clay_levigation	production	295	craft_output	0.003	0.0009
formation_drill	security	295	security_efficiency	0.0336	0.0102
formation_drill	security	295	task_coordination	0.03	0.0038
formation_drill	security	295	warfare_readiness	0.0565	0.0119
haul_harness_weaving	logistics	298	fatigue	-0.01	-0.0022
haul_harness_weaving	logistics	298	haul_capacity	0.0142	0.0034
agreed_signal_codes	knowledge	300	route_speed	0.01	0.0013
agreed_signal_codes	knowledge	300	security_efficiency	0.02	0.0025
agreed_signal_codes	knowledge	300	task_coordination	0.0085	0.0027
field_fortifications	security	300	construction_rate	0.02	0.0043
field_fortifications	security	300	security_efficiency	0.0288	0.0036
field_fortifications	security	300	warfare_readiness	0.0363	0.0129
founder_story_recitation	culture	300	cohesion	0.0052	0.0013
founder_story_recitation	culture	300	legitimacy	0.0037	0.0015
graded_roads	logistics	300	construction_rate	0.03	0.0065
graded_roads	logistics	300	haul_capacity	0.0331	0.0087
graded_roads	logistics	300	route_speed	0.0645	0.0083
public_levies	institutions	300	construction_rate	0.05	0.0108
public_levies	institutions	300	legitimacy	0.007	0.0029
public_levies	institutions	300	state_capacity	0.035	0.0058
town_enclosure_walls	infrastructure	300	cohesion	0.005	0.0013
town_enclosure_walls	infrastructure	300	construction_rate	0.0015	0.0003
town_enclosure_walls	infrastructure	300	disaster_resilience	0.0225	0.0032
town_enclosure_walls	infrastructure	300	security_efficiency	0.04	0.005
town_enclosure_walls	infrastructure	300	state_capacity	0.012	0.002
latrine_siting	health	302	disease_exposure	-0.08	-0.004
latrine_siting	health	302	sanitation	0.1	0.0068
latrine_siting	health	302	water_safety	0.04	0.0039
cart_running_gear	logistics	305	haul_capacity	0.0142	0.0038
fortified_stores	security	305	disaster_resilience	0.06	0.0085
fortified_stores	security	305	food_storage	0.05	0.0039
fortified_stores	security	305	security_efficiency	0.0384	0.0048
fortified_stores	security	305	state_capacity	0.03	0.0049
salinity_recognition	ecology	305	ecological_pressure	-0.012	-0.011
salinity_recognition	ecology	305	soil_productivity	0.05	0.0111
stock_rotation	nutrition	305	food_spoilage	-0.02	-0.0042
stock_rotation	nutrition	305	storage_loss	-0.015	-0.0046
water_settling_basins	health	308	water_safety	0.02	0.0019
apprentice_for_keep	labor	310	craft_output	0.004	0.0016
apprentice_for_keep	labor	310	labor_efficiency	0.0026	0.0008
board_race_games	culture	310	cohesion	0.0026	0.0007
coastal_watercraft	logistics	310	haul_capacity	0.0189	0.005
coastal_watercraft	logistics	310	naval_capacity	0.08	0.0436
coastal_watercraft	logistics	310	route_speed	0.0269	0.0034
coastal_watercraft	logistics	310	trade_capacity	0.04	0.0133
shield_wall	security	310	injury_risk	-0.01	-0.0064
shield_wall	security	310	security_efficiency	0.0192	0.0024
shield_wall	security	310	task_coordination	0.03	0.0095
shield_wall	security	310	warfare_readiness	0.0363	0.0129
temple_workshops	production	310	craft_output	0.008	0.0032
temple_workshops	production	310	labor_efficiency	0.0022	0.0006
temple_workshops	production	310	state_capacity	0.012	0.002
titled_estate_overseers	institutions	310	state_capacity	0.008	0.0013
titled_estate_overseers	institutions	310	task_coordination	0.0085	0.0027
riverbank_shift_watch	ecology	312	disaster_risk	-0.0076	-0.0052
riverbank_shift_watch	ecology	312	soil_productivity	0.01	0.0022
isolation_practice	health	313	disease_exposure	-0.1	-0.005
isolation_practice	health	313	health_protection	0.04	0.0095
brine_fermentation	nutrition	315	food_spoilage	-0.02	-0.0042
brine_fermentation	nutrition	315	food_storage	0.025	0.002
herringbone_plano_convex_brick	infrastructure	315	construction_rate	0.0045	0.001
herringbone_plano_convex_brick	infrastructure	315	disaster_resilience	0.0075	0.0011
herringbone_plano_convex_brick	infrastructure	315	housing_output	0.009	0.0069
timber_bridges	logistics	315	disaster_resilience	0.03	0.0042
timber_bridges	logistics	315	haul_capacity	0.0237	0.0063
timber_bridges	logistics	315	route_speed	0.0538	0.0069
copper_carpentry_tools	production	320	construction_rate	0.0045	0.001
new_year_festival	culture	320	cohesion	0.026	0.0066
new_year_festival	culture	320	legitimacy	0.018	0.0075
new_year_festival	culture	320	task_coordination	0.014	0.0045
rope_laying	logistics	320	construction_rate	0.01	0.0022
rope_laying	logistics	320	haul_capacity	0.0095	0.0025
rope_laying	logistics	320	naval_capacity	0.02	0.0109
salt_leaching_fallow	ecology	320	soil_productivity	0.04	0.0089
seasonal_craft_scheduling	production	320	craft_output	0.03	0.0118
seasonal_craft_scheduling	production	320	labor_efficiency	0.0131	0.0038
witnessed_land_sales	institutions	320	cohesion	0.002	0.0005
witnessed_land_sales	institutions	320	legitimacy	0.002	0.0008
witnessed_land_sales	institutions	320	state_capacity	0.002	0.0003
witnessed_land_sales	institutions	320	trade_capacity	0.0075	0.0025
caulking_fiber_preparation	logistics	325	naval_capacity	0.015	0.0082
caulking_fiber_preparation	logistics	325	storage_loss	-0.005	-0.0015
protected_wellheads	health	325	water_safety	0.035	0.0034
spoilage_inspection	nutrition	325	food_spoilage	-0.02	-0.0042
spoilage_inspection	nutrition	325	storage_loss	-0.03	-0.0091
fixed_interest_loans	institutions	330	craft_output	0.01	0.0039
fixed_interest_loans	institutions	330	trade_capacity	0.013	0.0043
hull_seam_caulking	logistics	330	haul_capacity	0.0047	0.0012
hull_seam_caulking	logistics	330	injury_risk	-0.005	-0.0032
hull_seam_caulking	logistics	330	naval_capacity	0.03	0.0164
kiln_fired_bricks	infrastructure	330	construction_rate	0.0045	0.001
kiln_fired_bricks	infrastructure	330	disaster_resilience	0.0375	0.0053
kiln_fired_bricks	infrastructure	330	housing_output	0.024	0.0185
kiln_fired_bricks	infrastructure	330	sanitation	0.006	0.0004
messenger_relay_stations	knowledge	330	state_capacity	0.0033	0.0005
messenger_relay_stations	knowledge	330	task_coordination	0.0024	0.0008
tin_smelting	production	330	trade_capacity	0.012	0.004
town_identity	culture	330	cohesion	0.0079	0.002
town_identity	culture	330	legitimacy	0.002	0.0008
town_identity	culture	330	security_efficiency	0.01	0.0012
wall_missile_posts	security	330	security_efficiency	0.0336	0.0042
wall_missile_posts	security	330	warfare_readiness	0.0121	0.0043
wetland_margin_reserves	ecology	330	ecological_pressure	-0.006	-0.0055
wetland_margin_reserves	ecology	330	ecology_recovery	0.0202	0.0152
wetland_margin_reserves	ecology	330	foraging_yield	0.02	0.0131
wetland_margin_reserves	ecology	330	hunting_yield	0.02	0.015
regional_granaries	nutrition	335	cohesion	0.02	0.005
regional_granaries	nutrition	335	food_spoilage	-0.06	-0.0127
regional_granaries	nutrition	335	food_storage	0.18	0.0142
regional_granaries	nutrition	335	state_capacity	0.05	0.0082
separate_clean_water_storage	health	335	water_safety	0.03	0.0029
treenail_fastening	logistics	335	construction_rate	0.01	0.0022
treenail_fastening	logistics	335	naval_capacity	0.02	0.0109
flanked_gate_complex	security	340	legitimacy	0.005	0.0021
flanked_gate_complex	security	340	security_efficiency	0.024	0.003
gypsum_mortar	infrastructure	340	construction_rate	0.0045	0.001
gypsum_mortar	infrastructure	340	disaster_resilience	0.0075	0.0011
gypsum_mortar	infrastructure	340	housing_output	0.006	0.0046
sealed_tablet_contracts	knowledge	340	legitimacy	0.002	0.0008
sealed_tablet_contracts	knowledge	340	state_capacity	0.004	0.0007
sealed_tablet_contracts	knowledge	340	trade_capacity	0.01	0.0033
stubble_grazing	ecology	340	ecological_pressure	-0.006	-0.0055
stubble_grazing	ecology	340	soil_productivity	0.02	0.0044
towpaths	logistics	340	haul_capacity	0.0095	0.0025
towpaths	logistics	340	route_speed	0.0161	0.0021
ash_fat_soap	health	345	craft_output	0.004	0.0016
ash_fat_soap	health	345	disease_exposure	-0.012	-0.0006
ash_fat_soap	health	345	sanitation	0.035	0.0024
ghee	nutrition	345	food_storage	0.02	0.0016
ghee	nutrition	345	trade_capacity	0.008	0.0027
mast_making	logistics	345	naval_capacity	0.03	0.0164
mast_making	logistics	345	route_speed	0.0108	0.0014
people_herd_counts	demography	345	food_storage	0.008	0.0006
people_herd_counts	demography	345	state_capacity	0.02	0.0033
people_herd_counts	demography	345	task_coordination	0.01	0.0032
separate_temple_palace_stores	institutions	345	food_storage	0.02	0.0016
separate_temple_palace_stores	institutions	345	legitimacy	0.002	0.0008
separate_temple_palace_stores	institutions	345	state_capacity	0.006	0.001
workshop_layout_planning	labor	345	craft_output	0.02	0.0079
workshop_layout_planning	labor	345	fatigue	-0.01	-0.0065
workshop_layout_planning	labor	345	labor_efficiency	0.0196	0.0057
copper_battle_axes	security	350	craft_output	0.005	0.0015
copper_battle_axes	security	350	warfare_readiness	0.0162	0.0025
crew_count_scribes	labor	350	knowledge_preservation	0.005	0.0015
crew_count_scribes	labor	350	labor_efficiency	0.0018	0.0005
crew_count_scribes	labor	350	state_capacity	0.012	0.0018
crew_count_scribes	labor	350	task_coordination	0.0225	0.0031
dedicated_apprentice_observation	knowledge	350	craft_output	0.02	0.006
dedicated_apprentice_observation	knowledge	350	task_coordination	0.0024	0.0003
dressed_stone_masonry	infrastructure	350	construction_rate	0.0075	0.0007
dressed_stone_masonry	infrastructure	350	disaster_resilience	0.0225	0.0044
dressed_stone_masonry	infrastructure	350	legitimacy	0.012	0.0022
ferry_crossings	logistics	350	injury_risk	-0.005	-0.0006
ferry_crossings	logistics	350	route_speed	0.0161	0.0058
ferry_crossings	logistics	350	trade_capacity	0.0067	0.0014
pit_pond_reclamation	ecology	350	ecology_recovery	0.0101	0.0032
pit_pond_reclamation	ecology	350	food_output	0.005	0.0028
pit_pond_reclamation	ecology	350	water_access	0.01	0.0061
rope_rigging	logistics	350	construction_rate	0.07	0.0063
rope_rigging	logistics	350	haul_capacity	0.16	0.019
rope_rigging	logistics	350	naval_capacity	0.04	0.0144
theophoric_names	culture	350	cohesion	0.0026	0.0009
theophoric_names	culture	350	legitimacy	0.002	0.0004
copper_razors	health	355	disease_exposure	-0.004	-0.0006
copper_razors	health	355	sanitation	0.01	0.0021
cross_settlement_registries	institutions	355	legitimacy	0.002	0.0004
cross_settlement_registries	institutions	355	state_capacity	0.0049	0.0007
gangs_of_ten	labor	355	injury_risk	-0.01	-0.0011
gangs_of_ten	labor	355	labor_efficiency	0.0026	0.0007
gangs_of_ten	labor	355	task_coordination	0.0225	0.0031
legume_field_interplanting	nutrition	355	soil_productivity	0.035	0.0267
patron_protection	demography	355	cohesion	0.008	0.0027
patron_protection	demography	355	labor_efficiency	0.008	0.0022
patron_protection	demography	355	legitimacy	0.004	0.0007
patron_protection	demography	355	trade_capacity	0.006	0.0012
plank_spiling	logistics	355	haul_capacity	0.0047	0.0006
plank_spiling	logistics	355	naval_capacity	0.025	0.009
bronze_alloying	production	360	construction_rate	0.05	0.0045
bronze_alloying	production	360	tool_quality	0.14	0.0368
bronze_alloying	production	360	trade_capacity	0.07	0.0142
bronze_alloying	production	360	warfare_readiness	0.09	0.0139
central_storehouses	logistics	360	food_storage	0.05	0.0125
central_storehouses	logistics	360	state_capacity	0.03	0.0044
central_storehouses	logistics	360	storage_loss	-0.04	-0.0064
layered_defense_coordination	security	360	security_efficiency	0.0192	0.0081
layered_defense_coordination	security	360	warfare_readiness	0.0081	0.0012
phonetic_notation	knowledge	360	adoption_rate	0.045	0.0395
phonetic_notation	knowledge	360	knowledge_preservation	0.049	0.0144
phonetic_notation	knowledge	360	state_capacity	0.016	0.0023
rammed_earth_construction	infrastructure	360	construction_rate	0.0045	0.0004
rammed_earth_construction	infrastructure	360	disaster_resilience	0.015	0.0029
rammed_earth_construction	infrastructure	360	housing_output	0.018	0.003
recovery_zone_designation	ecology	360	ecology_recovery	0.0236	0.0076
reserve_rotation_ledgers	nutrition	360	food_storage	0.025	0.0063
reserve_rotation_ledgers	nutrition	360	storage_loss	-0.02	-0.0032
shared_meal_obligations	culture	360	cohesion	0.004	0.0013
shared_meal_obligations	culture	360	legitimacy	0.002	0.0004
watershed_boundary_marking	ecology	362	ecological_pressure	-0.015	-0.0036
watershed_boundary_marking	ecology	362	water_access	0.015	0.0091
certified_craft_competence	labor	365	craft_output	0.03	0.009
certified_craft_competence	labor	365	labor_efficiency	0.0196	0.0053
certified_craft_competence	labor	365	standardization	0.02	0.0074
garment_pattern_cutting	production	365	craft_output	0.004	0.0012
garment_pattern_cutting	production	365	standardization	0.009	0.0033
kingship	institutions	365	legitimacy	0.018	0.0034
kingship	institutions	365	state_capacity	0.026	0.0038
kingship	institutions	365	task_coordination	0.021	0.0029
kingship	institutions	365	warfare_readiness	0.04	0.0062
resource_use_quotas	ecology	365	ecological_pressure	-0.0301	-0.0072
resource_use_quotas	ecology	365	ecology_recovery	0.0135	0.0043
resource_use_quotas	ecology	365	state_capacity	0.01	0.0015
resource_use_quotas	ecology	365	timber_pressure	-0.02	-0.0108
votive_figures	culture	365	cohesion	0.0026	0.0009
votive_figures	culture	365	craft_output	0.005	0.0015
votive_figures	culture	365	legitimacy	0.002	0.0004
weaning_food_customs	nutrition	365	neonatal_survival	0.02	0.0083
weaning_food_customs	nutrition	365	nutrition_quality	0.03	0.0179
healer_specialization_customs	health	368	health_protection	0.0379	0.0042
healer_specialization_customs	health	368	knowledge_preservation	0.0101	0.003
healer_titles	health	368	adoption_rate	0.01	0.0088
healer_titles	health	368	health_protection	0.006	0.0007
healer_titles	health	368	knowledge_preservation	0.012	0.0035
healer_titles	health	368	legitimacy	0.008	0.0015
healer_titles	health	368	state_capacity	0.005	0.0007
workshop_effluent_separation	ecology	368	pollution	-0.0191	-0.0105
workshop_effluent_separation	ecology	368	water_safety	0.02	0.0064
convoy_load_distribution	logistics	370	haul_capacity	0.0142	0.0017
cross_settlement_measure_agreement	production	370	standardization	0.03	0.0111
cross_settlement_measure_agreement	production	370	trade_capacity	0.02	0.0041
palace_guard	security	370	legitimacy	0.01	0.0019
palace_guard	security	370	security_efficiency	0.0144	0.0061
palace_guard	security	370	state_capacity	0.01	0.0015
plumb_line_sighting	knowledge	370	construction_rate	0.03	0.0027
stepped_stone_tombs	infrastructure	370	construction_rate	0.006	0.0005
stepped_stone_tombs	infrastructure	370	haul_capacity	0.03	0.0036
stepped_stone_tombs	infrastructure	370	legitimacy	0.018	0.0034
stepped_stone_tombs	infrastructure	370	state_capacity	0.012	0.0018
stepped_stone_tombs	infrastructure	370	task_coordination	0.015	0.0021
ceremonial_investiture	institutions	375	legitimacy	0.003	0.0006
ceremonial_investiture	institutions	375	state_capacity	0.0033	0.0005
leather_goods_patterning	production	375	craft_output	0.004	0.0012
leather_goods_patterning	production	375	haul_capacity	0.01	0.0012
leather_goods_patterning	production	375	standardization	0.006	0.0022
named_beers	nutrition	375	cohesion	0.006	0.002
named_beers	nutrition	375	standardization	0.01	0.0037
named_beers	nutrition	375	trade_capacity	0.01	0.002
seasonal_hymn_cycles	culture	375	cohesion	0.0026	0.0009
seasonal_hymn_cycles	culture	375	knowledge_preservation	0.0048	0.0014
seasonal_hymn_cycles	culture	375	legitimacy	0.002	0.0004
store_airflow_arrangement	logistics	375	food_spoilage	-0.02	-0.0173
store_airflow_arrangement	logistics	375	storage_loss	-0.025	-0.004
assembly_petition_rights	institutions	378	legitimacy	0.0023	0.0004
assembly_petition_rights	institutions	378	state_capacity	0.0033	0.0005
communal_child_supervision_rotas	demography	378	injury_risk	-0.0283	-0.0031
communal_child_supervision_rotas	demography	378	neonatal_survival	0.006	0.0025
communal_child_supervision_rotas	demography	378	task_coordination	0.0056	0.0008
public_works_priority_review	infrastructure	378	state_capacity	0.0165	0.0024
public_works_priority_review	infrastructure	378	task_coordination	0.0056	0.0008
closed_moulds	production	380	craft_output	0.004	0.0012
closed_moulds	production	380	standardization	0.018	0.0066
closed_moulds	production	380	tool_quality	0.002	0.0005
harps_and_lyres	culture	380	cohesion	0.0039	0.0013
harps_and_lyres	culture	380	craft_output	0.005	0.0015
harps_and_lyres	culture	380	knowledge_preservation	0.002	0.0006
marriage_age_norms	demography	380	maternal_safety	0.03	0.0191
marriage_age_norms	demography	380	neonatal_survival	0.02	0.0083
massed_formation_training	security	380	security_efficiency	0.0096	0.0041
massed_formation_training	security	380	warfare_readiness	0.0162	0.0025
rotating_named_gangs	labor	380	cohesion	0.005	0.0017
rotating_named_gangs	labor	380	construction_rate	0.006	0.0005
rotating_named_gangs	labor	380	fatigue	-0.0105	-0.0032
rotating_named_gangs	labor	380	labor_efficiency	0.0033	0.0009
rotating_named_gangs	labor	380	task_coordination	0.03	0.0041
star_rising_civil_year	knowledge	380	knowledge_preservation	0.0032	0.0009
star_rising_civil_year	knowledge	380	state_capacity	0.004	0.0006
star_rising_civil_year	knowledge	380	task_coordination	0.0085	0.0012
structural_repair_triage	infrastructure	380	construction_rate	0.02	0.0018
structural_repair_triage	infrastructure	380	disaster_risk	-0.0178	-0.0017
trade_route_risk_assessment	logistics	380	injury_risk	-0.0142	-0.0016
trade_route_risk_assessment	logistics	380	trade_capacity	0.0133	0.0027
protective_gear_customs	health	381	health_protection	0.019	0.0021
protective_gear_customs	health	381	injury_risk	-0.0283	-0.0031
household_partition_customs	demography	382	cohesion	0.01	0.0033
household_partition_customs	demography	382	housing_output	0.03	0.005
household_partition_customs	demography	382	task_coordination	0.0028	0.0004
seasonal_hazard_calendar	infrastructure	382	disaster_risk	-0.0178	-0.0017
seasonal_hazard_calendar	infrastructure	382	knowledge_preservation	0.0076	0.0022
sanitation_inspection_customs	health	384	disease_exposure	-0.02	-0.0029
sanitation_inspection_customs	health	384	sanitation	0.03	0.0062
chamber_tombs	culture	385	legitimacy	0.0031	0.0006
distant_timber_reserves	ecology	385	timber_pressure	-0.02	-0.0108
distant_timber_reserves	ecology	385	trade_capacity	0.0067	0.0014
flood_season_great_works	labor	385	construction_rate	0.0045	0.0004
flood_season_great_works	labor	385	labor_demand	-0.03	-0.0237
flood_season_great_works	labor	385	task_coordination	0.0075	0.001
lime_mortar	infrastructure	385	construction_rate	0.1	0.009
lime_mortar	infrastructure	385	disaster_resilience	0.06	0.0117
lime_mortar	infrastructure	385	housing_output	0.12	0.02
lime_mortar	infrastructure	385	state_capacity	0.02	0.0029
marked_wine_jars	nutrition	385	knowledge_preservation	0.004	0.0012
